Runde;EINS;ZWEI;DREI;VIER;FUENF;SECHS
410;0;1;0;1;1;1
411;0;0;0;1;0;3
412;0;1;0;0;2;1
413;1;1;0;0;1;1
414;1;0;0;0;2;1
415;2;0;0;0;0;2
416;0;1;0;1;2;0
417;2;0;1;0;1;0
418;0;0;1;2;1;0
419;0;0;1;1;1;1
420;1;1;0;0;0;2
421;1;0;0;0;2;1
422;3;0;0;0;1;0
423;3;0;0;0;0;1
424;1;0;0;1;0;2
425;0;2;1;0;0;1
426;0;1;2;0;0;1
427;1;1;0;0;1;1
428;2;0;0;0;0;2
429;1;2;0;0;1;0
430;1;2;0;0;0;1
431;1;1;0;0;0;2
432;1;0;1;0;0;2
433;1;0;0;2;1;0
434;0;1;1;1;0;1
435;2;1;1;0;0;0
436;1;1;1;0;0;1
437;1;0;0;0;1;2
438;2;1;0;0;0;1
439;0;1;0;0;1;2
440;1;0;2;0;0;1
441;1;0;0;0;1;2
442;0;1;1;0;2;0
443;0;0;2;0;0;2
444;0;1;0;0;1;2
445;3;0;0;0;0;1
446;0;2;1;0;0;1
447;1;1;0;0;1;1
448;3;1;0;0;0;0
449;1;0;1;0;1;1
450;0;1;1;1;0;1
451;0;2;0;1;0;1
452;1;0;0;1;0;2
453;1;0;0;0;3;0
454;1;1;1;0;1;0
455;2;1;0;0;0;1
456;1;0;0;1;2;0
457;0;0;2;1;1;0
458;4;0;0;0;0;0
459;3;0;0;0;1;0
460;1;0;1;1;0;1
461;2;1;1;0;0;0
462;1;0;0;1;1;1
463;2;0;0;0;1;1
464;1;0;0;0;1;2
465;1;0;0;0;1;2
466;3;0;1;0;0;0
467;0;1;1;0;1;1
468;2;0;1;0;0;1
469;2;0;0;0;1;1
470;0;1;0;0;2;1
471;2;0;0;0;0;2
472;1;2;1;0;0;0
473;2;1;0;0;1;0
474;3;0;0;1;0;0
475;1;1;0;0;2;0
476;1;0;1;1;0;1
477;1;0;0;1;0;2
478;1;1;0;2;0;0
479;2;0;0;1;1;0
480;1;0;1;1;0;1
481;1;1;1;1;0;0
482;2;0;0;0;0;2
483;1;0;0;0;1;2
484;2;1;1;0;0;0
485;1;0;0;0;1;2
486;1;1;0;0;2;0
487;0;0;0;1;1;2
488;0;0;0;0;1;3
489;1;1;0;0;2;0
490;2;0;0;0;2;0
491;3;0;0;0;1;0
492;0;2;0;0;2;0
493;1;1;1;1;0;0
494;1;0;0;0;2;1
495;3;0;1;0;0;0
496;2;1;1;0;0;0
497;0;0;1;0;3;0
498;1;0;1;0;1;1
499;2;0;0;0;0;2
500;0;0;0;0;1;3
501;2;1;0;0;0;1
502;2;1;0;0;1;0
503;2;0;0;0;1;1
504;2;0;0;0;2;0
505;1;0;0;0;1;2
506;1;0;0;0;2;1
507;1;0;0;0;2;1
508;0;1;1;0;1;1
509;1;2;0;0;1;0
510;1;1;0;0;0;2
511;1;0;0;1;2;0
512;1;0;0;0;2;1
513;1;0;1;0;0;2
514;1;0;0;0;2;1
515;0;0;2;0;1;1
516;0;0;1;1;1;1
517;0;0;1;0;1;2
518;2;0;0;0;1;1
519;2;0;0;0;1;1
520;2;0;0;1;1;0
521;2;2;0;0;0;0
522;1;1;0;0;1;1
523;2;1;0;0;1;0
524;2;1;1;0;0;0
525;1;1;0;1;0;1
526;0;1;0;1;1;1
527;0;1;1;0;1;1
528;1;0;1;1;1;0
529;0;4;0;0;0;0
530;0;4;0;0;0;0
531;1;1;1;0;0;1
532;1;1;0;0;0;2
533;0;0;1;0;1;2
534;0;0;1;0;0;3
535;1;0;0;1;1;1
536;0;1;0;2;1;0
537;2;0;0;0;0;2
538;1;1;0;0;2;0
539;1;0;0;1;1;1
540;1;0;0;1;0;2
541;2;1;0;0;0;1
542;1;0;0;1;1;1
543;1;0;0;1;0;2
544;0;1;1;1;1;0
545;0;1;0;1;1;1
546;1;0;1;1;0;1
547;1;0;1;1;1;0
548;2;1;1;0;0;0
549;0;1;0;1;0;2
550;2;1;0;0;0;1
551;1;2;0;0;1;0
552;1;0;0;1;0;2
553;1;1;0;0;0;2
554;0;1;1;0;0;2
555;1;2;0;0;0;1
556;1;2;0;0;0;1
557;0;0;1;1;0;2
558;1;0;1;0;2;0
559;2;0;1;0;0;1
560;0;0;1;1;2;0
561;0;0;0;0;2;2
562;0;2;0;0;1;1
563;0;0;0;2;0;2
564;2;1;0;0;0;1
565;2;1;1;0;0;0
566;1;0;1;1;0;1
567;1;1;0;0;1;1
568;2;0;0;0;2;0
569;2;0;0;1;0;1
570;1;0;1;1;1;0
571;1;2;0;0;0;1
572;2;1;0;0;0;1
573;2;0;0;0;2;0
574;1;0;0;2;0;1
575;1;1;0;0;1;1
576;1;2;0;0;0;1
577;3;0;0;0;0;1
578;1;0;0;1;2;0
579;2;1;1;0;0;0
580;1;0;0;0;0;3
581;1;1;0;1;1;0
582;0;2;0;0;1;1
583;3;0;0;0;1;0
584;1;2;0;1;0;0
585;0;0;1;1;0;2
586;0;2;0;0;0;2
587;0;1;1;0;0;2
588;0;1;0;0;2;1
589;1;1;0;0;0;2
590;0;0;0;2;0;2
591;2;0;0;1;0;1
592;2;0;0;1;0;1
593;2;0;0;1;1;0
594;2;1;0;0;0;1
595;0;1;1;1;1;0
596;1;0;1;1;1;0
597;1;2;0;1;0;0
598;1;0;0;1;1;1
599;2;0;1;0;0;1
600;1;1;0;1;1;0
601;2;0;0;0;1;1
602;1;0;1;0;0;2
603;2;1;1;0;0;0
604;1;0;0;0;2;1
605;1;0;1;1;1;0
606;1;0;1;0;0;2
607;1;0;0;0;1;2
608;1;0;0;0;2;1
609;3;1;0;0;0;0
610;2;0;0;0;0;2
611;0;0;1;0;2;1
612;0;1;1;0;1;1
613;0;1;0;1;1;1
614;2;0;1;0;0;1
615;0;1;1;0;1;1
616;3;0;0;0;0;1
617;2;0;0;0;1;1
618;0;0;0;0;1;3
619;0;1;0;0;1;2
620;1;0;0;0;1;2
621;1;1;1;1;0;0
622;0;0;1;0;1;2
623;1;0;0;0;0;3
624;1;2;0;0;1;0
625;1;0;0;0;2;1
626;0;0;1;1;1;1
627;0;1;0;0;3;0
628;1;0;0;1;1;1
629;1;0;0;0;2;1
630;1;1;0;1;0;1
631;3;1;0;0;0;0
632;2;1;0;0;0;1
633;0;1;1;0;1;1
634;1;0;0;1;0;2
635;1;1;1;0;0;1
636;0;1;2;0;0;1
637;1;1;0;0;1;1
638;1;1;2;0;0;0
639;3;0;0;1;0;0
640;1;2;0;0;0;1
641;1;0;0;1;1;1
642;2;1;0;0;0;1
643;1;1;1;1;0;0
644;1;0;0;0;1;2
645;1;1;0;0;1;1
646;1;1;1;0;0;1
647;0;1;0;1;0;2
648;1;0;0;1;1;1
649;2;1;0;0;1;0
650;4;0;0;0;0;0
651;0;0;0;1;0;3
652;0;1;0;0;2;1
653;0;2;1;0;0;1
654;1;0;0;0;0;3
655;2;0;0;0;1;1
656;2;0;2;0;0;0
657;2;0;1;0;1;0
658;0;2;0;0;1;1
659;1;0;0;0;1;2
660;0;1;0;1;1;1
661;0;1;0;0;0;3
662;1;0;0;2;1;0
663;1;0;0;1;1;1
664;1;1;0;0;1;1
665;0;0;0;0;2;2
666;2;1;0;0;0;1
667;1;1;1;0;1;0
668;0;0;0;0;1;3
669;0;2;0;0;1;1
670;0;0;0;1;1;2
671;2;0;0;0;1;1
672;2;0;1;0;1;0
673;1;1;0;1;1;0
674;2;0;0;0;1;1
675;1;1;0;0;0;2
676;2;1;0;0;0;1
677;1;0;0;0;1;2
678;0;0;1;1;0;2
679;0;1;1;0;2;0
680;2;1;0;0;0;1
681;0;2;0;0;1;1
682;1;1;0;0;1;1
683;0;1;0;0;0;3
684;0;0;1;2;0;1
685;2;1;0;0;1;0
686;1;2;0;0;1;0
687;2;0;1;0;0;1
688;0;1;0;2;0;1
689;2;0;0;0;0;2
690;1;0;0;1;0;2
691;1;0;1;1;0;1
692;2;0;0;0;1;1
693;1;1;0;0;1;1
694;1;0;0;0;2;1
695;1;1;0;0;1;1
696;1;1;0;1;1;0
697;2;0;1;0;0;1
698;1;1;0;0;1;1
699;1;0;0;0;1;2
700;1;1;0;0;0;2
701;2;1;0;0;0;1
702;0;1;0;1;1;1
703;1;1;1;1;0;0
704;0;1;0;0;1;2
705;1;0;0;0;3;0
706;0;1;1;0;1;1
707;1;2;0;0;0;1
708;0;2;0;0;0;2
709;1;0;0;2;0;1
710;0;0;0;1;1;2
711;1;0;0;1;1;1
712;0;1;0;1;1;1
713;1;0;0;1;1;1
714;1;2;1;0;0;0
715;1;2;0;0;0;1
716;2;1;0;0;1;0
717;1;0;0;1;1;1
718;0;1;0;2;0;1
719;2;0;1;0;0;1
720;1;0;0;0;2;1
721;3;0;0;0;0;1
722;0;2;1;0;1;0
723;0;0;1;0;1;2
724;1;2;0;0;0;1
725;2;0;0;0;1;1
726;1;2;0;0;0;1
727;2;1;0;0;0;1
728;0;1;0;1;2;0
729;1;0;1;1;0;1
730;0;0;1;0;2;1
731;2;1;0;0;0;1
732;1;0;1;0;0;2
733;1;1;0;0;0;2
734;2;0;0;0;0;2
735;1;2;0;0;1;0
736;0;1;0;1;2;0
737;0;1;0;0;2;1
738;1;1;0;0;2;0
739;0;0;1;1;1;1
740;0;0;1;0;2;1
741;0;1;1;1;0;1
742;0;1;0;0;3;0
743;1;0;1;0;0;2
744;0;0;1;0;2;1
745;1;0;0;0;0;3
746;1;0;0;0;1;2
747;0;1;0;0;1;2
748;0;1;1;1;0;1
749;0;2;1;0;0;1
750;1;1;0;1;0;1
751;2;0;0;0;0;2
752;0;1;0;0;1;2
753;1;0;0;0;1;2
754;3;0;0;1;0;0
755;1;2;1;0;0;0
756;3;0;0;0;0;1
757;1;1;0;1;0;1
758;0;0;0;2;0;2
759;0;2;0;0;1;1
760;2;1;0;0;1;0
761;1;1;0;1;0;1
762;0;1;1;0;1;1
763;1;1;0;0;1;1
764;1;0;0;0;3;0
765;2;0;0;0;0;2
766;0;0;1;0;1;2
767;0;1;0;0;0;3
768;1;1;0;0;0;2
769;3;1;0;0;0;0
770;1;0;0;0;1;2
771;2;0;0;1;1;0
772;2;0;0;0;0;2
773;1;0;1;1;1;0
774;1;0;0;0;3;0
775;2;0;1;0;1;0
776;0;3;0;1;0;0
777;0;0;0;0;1;3
778;2;0;1;0;0;1
779;0;2;0;0;1;1
780;0;0;1;1;1;1
781;1;1;0;0;0;2
782;0;2;0;0;1;1
783;1;2;0;0;1;0
784;2;0;1;0;0;1
785;2;1;0;0;1;0
786;1;0;0;0;1;2
787;2;1;0;0;0;1
788;1;2;0;0;1;0
789;2;1;0;0;0;1
790;0;0;0;0;3;1
791;0;2;1;1;0;0
792;1;1;0;0;0;2
793;2;0;0;0;1;1
794;1;1;0;0;0;2
795;0;0;0;1;0;3
796;1;0;0;0;0;3
797;0;0;0;1;1;2
798;0;1;0;0;0;3
799;3;0;1;0;0;0
800;2;1;0;0;1;0
801;0;1;0;0;2;1
802;0;1;0;0;2;1
803;2;1;0;0;0;1
804;0;1;0;0;3;0
805;1;1;0;0;1;1
806;1;0;1;0;1;1
807;0;0;1;0;1;2
808;1;1;0;0;0;2
809;1;0;0;1;1;1
810;0;0;1;0;2;1
811;1;0;0;0;1;2
812;1;0;1;0;1;1
813;2;0;0;0;0;2
814;2;1;0;0;0;1
815;1;0;0;0;1;2
816;2;0;0;0;1;1
817;0;0;0;1;1;2
818;2;0;1;0;0;1
819;1;1;0;0;2;0
820;0;1;2;1;0;0
821;1;1;1;0;0;1
822;2;0;0;0;1;1
823;0;0;1;1;1;1
824;1;0;0;1;0;2
825;1;1;0;1;0;1
826;1;1;1;0;0;1
827;2;2;0;0;0;0
828;2;0;0;1;0;1
829;1;1;0;0;0;2
830;0;0;0;2;2;0
831;0;1;1;0;1;1
832;2;0;0;0;0;2
833;0;1;0;1;1;1
834;0;0;1;0;0;3
835;0;2;0;0;2;0
836;2;0;0;0;1;1
837;0;1;0;0;1;2
838;1;3;0;0;0;0
839;0;2;0;1;0;1
840;0;0;1;1;2;0
841;1;0;0;1;0;2
842;1;1;0;0;1;1
843;1;0;0;0;1;2
844;2;0;0;0;1;1
845;0;0;0;1;1;2
846;0;1;0;0;2;1
847;0;1;0;0;2;1
848;2;0;1;0;1;0
849;0;2;1;0;1;0
850;1;1;1;0;0;1
851;1;1;0;0;0;2
852;0;1;0;1;1;1
853;0;0;0;0;2;2
854;0;0;1;0;2;1
855;1;0;0;0;0;3
856;2;1;0;0;0;1
857;1;0;0;1;1;1
858;1;2;0;0;0;1
859;2;0;1;0;0;1
860;0;3;0;0;0;1
861;1;2;0;0;1;0
862;1;0;0;1;2;0
863;1;0;0;1;1;1
864;0;0;0;1;3;0
865;2;0;0;1;0;1
866;2;1;0;0;0;1
867;0;1;0;1;1;1
868;1;0;0;1;1;1
869;1;0;0;0;0;3
870;0;0;0;1;2;1
871;0;1;0;1;0;2
872;1;0;0;0;1;2
873;1;1;0;0;1;1
874;1;1;0;1;0;1
875;0;3;1;0;0;0
876;1;1;2;0;0;0
877;1;1;0;0;0;2
878;1;0;1;0;2;0
879;2;0;1;0;1;0
880;1;2;0;1;0;0
881;3;0;0;1;0;0
882;1;1;0;0;0;2
883;3;0;1;0;0;0
884;1;0;0;0;1;2
885;3;0;0;0;0;1
886;1;2;0;0;1;0
887;1;1;0;0;1;1
888;3;0;0;1;0;0
889;0;0;0;1;1;2
890;0;3;0;0;1;0
891;2;1;0;0;1;0
892;1;1;0;0;1;1
893;2;0;0;0;0;2
894;1;2;1;0;0;0
895;1;0;0;1;1;1
896;1;0;0;1;0;2
897;0;0;0;0;2;2
898;1;0;1;0;2;0
899;0;0;1;0;0;3
900;2;0;1;0;0;1
901;1;2;0;0;1;0
902;1;1;0;0;1;1
903;0;1;0;0;0;3
904;0;1;1;1;0;1
905;1;1;1;0;0;1
906;1;1;0;0;2;0
907;1;0;0;0;1;2
908;3;1;0;0;0;0
909;1;1;1;0;0;1
910;0;1;1;1;0;1
911;2;1;0;0;0;1
912;2;1;0;0;1;0
913;3;0;0;0;1;0
914;1;0;1;0;2;0
915;0;1;0;0;2;1
916;1;0;0;1;1;1
917;0;1;0;1;0;2
918;3;0;0;0;0;1
919;1;0;1;1;1;0
920;0;0;0;1;1;2
921;2;0;0;0;1;1
922;1;0;1;1;0;1
923;0;0;1;1;2;0
924;2;2;0;0;0;0
925;1;0;0;1;2;0
926;0;1;1;1;0;1
927;0;2;0;1;1;0
928;1;0;0;0;1;2
929;1;0;0;1;1;1
930;0;1;0;1;1;1
931;1;2;0;0;1;0
932;0;1;1;0;1;1
933;0;2;1;0;0;1
934;2;0;1;0;1;0
935;0;0;1;1;1;1
936;2;0;0;0;1;1
937;1;1;0;0;2;0
938;1;0;0;1;1;1
939;0;0;0;1;0;3
940;1;0;1;1;1;0
941;0;2;0;0;2;0
942;1;1;0;0;2;0
943;1;0;1;1;1;0
944;2;1;0;0;0;1
945;1;1;1;0;0;1
946;0;0;0;0;2;2
947;0;1;0;1;2;0
948;1;0;0;0;1;2
949;2;1;0;0;1;0
950;1;1;1;0;1;0
951;2;0;1;0;1;0
952;0;2;0;0;1;1
953;1;0;0;0;1;2
954;2;0;0;1;1;0
955;0;0;1;1;1;1
956;0;0;1;0;2;1
957;0;0;0;2;1;1
958;2;1;0;1;0;0
959;1;0;0;1;1;1
960;0;1;1;1;1;0
961;0;1;0;0;2;1
962;0;0;0;2;0;2
963;0;1;0;1;0;2
964;0;1;0;0;2;1
965;2;1;1;0;0;0
966;2;1;0;0;1;0
967;1;0;0;2;1;0
968;0;0;0;1;1;2
969;2;1;0;0;0;1
970;1;0;0;1;1;1
971;1;0;1;0;1;1
972;1;0;0;1;2;0
973;1;2;0;0;0;1
974;0;1;0;1;2;0
975;0;1;0;1;2;0
976;1;0;0;1;2;0
977;2;1;0;0;1;0
978;1;1;0;1;0;1
979;1;1;0;0;0;2
980;1;0;0;1;1;1
981;0;1;0;0;0;3
982;0;2;1;1;0;0
983;1;1;0;0;0;2
984;0;2;0;0;0;2
985;1;1;0;0;2;0
986;2;0;0;0;0;2
987;0;0;0;1;2;1
988;1;0;0;0;2;1
989;1;0;0;1;2;0
990;0;0;0;0;1;3
991;2;1;0;0;0;1
992;2;0;1;0;1;0
993;1;0;1;0;0;2
994;3;0;0;0;0;1
995;1;0;0;1;2;0
