Runde;EINS;ZWEI;DREI;VIER;FUENF;SECHS
74;0;1;0;1;1;1
75;0;0;1;0;1;2
76;0;1;1;1;1;0
77;0;0;0;2;2;0
78;0;0;2;0;0;2
79;1;1;0;0;1;1
80;0;0;1;1;1;1
81;0;0;2;0;0;2
82;0;0;1;0;1;2
83;0;0;1;1;1;1
84;0;0;0;1;2;1
85;1;0;0;0;0;3
86;0;2;0;1;1;0
87;0;0;1;0;1;2
88;1;0;0;0;3;0
89;1;0;0;0;2;1
90;0;2;0;0;1;1
91;0;0;0;0;2;2
92;0;1;0;0;1;2
93;0;1;1;1;1;0
94;0;0;0;2;1;1
95;0;0;0;0;1;3
96;0;1;0;3;0;0
97;0;1;0;1;0;2
98;1;0;0;1;1;1
99;0;0;1;1;1;1
100;0;1;0;1;2;0
101;0;1;0;1;2;0
102;0;0;1;1;1;1
103;0;0;1;2;1;0
104;1;0;0;0;2;1
105;0;0;0;2;1;1
106;1;0;1;1;1;0
107;0;1;0;0;1;2
108;0;1;0;1;2;0
109;0;1;0;1;2;0
110;0;1;0;1;2;0
111;0;0;0;2;0;2
112;0;0;1;0;3;0
113;1;0;0;1;0;2
114;0;0;0;3;0;1
115;1;1;0;1;1;0
116;1;0;0;1;1;1
117;0;1;0;0;0;3
118;0;0;1;1;0;2
119;0;0;1;1;1;1
120;0;0;1;0;2;1
121;0;0;1;3;0;0
122;1;0;0;1;0;2
123;0;0;0;1;1;2
124;0;0;1;1;1;1
125;0;0;1;0;2;1
126;1;1;0;1;1;0
127;0;0;2;1;1;0
128;1;1;1;0;0;1
129;1;0;0;0;1;2
130;0;1;0;0;1;2
131;0;1;0;0;2;1
132;1;0;1;1;1;0
133;0;0;2;0;1;1
134;0;0;2;0;1;1
135;0;0;1;1;0;2
136;0;0;0;2;0;2
137;0;1;1;0;0;2
138;0;1;0;1;1;1
139;1;0;0;2;1;0
140;0;0;0;1;1;2
141;0;1;2;1;0;0
142;0;0;1;1;1;1
143;0;0;1;1;0;2
144;0;0;2;0;1;1
145;0;0;0;0;3;1
146;0;0;0;1;1;2
147;0;0;1;1;0;2
148;0;1;1;1;0;1
149;0;0;1;0;1;2
150;0;0;1;0;0;3
151;1;2;1;0;0;0
152;0;0;0;0;1;3
153;1;0;1;0;1;1
154;1;0;0;0;1;2
155;1;1;1;0;0;1
156;0;0;2;0;2;0
157;0;0;0;0;0;4
158;0;0;1;0;2;1
159;1;0;0;1;1;1
160;0;0;0;1;2;1
161;0;1;1;1;0;1
162;0;0;2;1;0;1
163;0;0;0;1;1;2
164;0;0;2;0;0;2
165;0;0;0;0;1;3
166;0;0;0;2;0;2
167;1;0;0;1;1;1
168;0;0;1;0;2;1
169;0;0;0;1;1;2
170;0;0;0;0;4;0
171;0;0;0;2;0;2
172;1;0;0;0;2;1
173;0;1;1;0;2;0
174;0;0;0;1;3;0
175;0;0;0;2;1;1
176;1;0;1;2;0;0
177;0;1;1;0;2;0
178;0;1;1;0;1;1
179;0;0;0;1;2;1
180;1;1;0;1;1;0
181;0;0;1;1;2;0
182;0;1;1;0;1;1
183;0;0;1;0;0;3
184;0;0;0;1;0;3
185;0;0;1;0;1;2
186;0;0;0;1;1;2
187;1;1;0;1;0;1
188;0;0;1;0;1;2
189;0;1;2;0;1;0
190;0;0;0;1;1;2
191;0;0;0;2;1;1
192;0;0;2;2;0;0
193;0;1;1;1;0;1
194;1;2;1;0;0;0
195;1;1;0;0;1;1
196;0;0;1;1;2;0
197;0;1;0;2;1;0
198;0;1;1;0;1;1
199;1;0;0;1;2;0
200;0;0;0;2;2;0
201;0;0;1;1;2;0
202;0;0;2;0;1;1
203;0;1;0;0;0;3
204;0;0;0;3;1;0
205;0;0;0;1;2;1
206;0;0;1;1;0;2
207;0;0;0;1;2;1
208;0;0;1;1;1;1
209;0;1;1;0;1;1
210;0;1;0;1;1;1
211;0;1;1;0;1;1
212;0;0;2;0;1;1
213;0;0;0;1;1;2
214;0;0;1;1;1;1
215;1;1;0;0;2;0
216;0;0;0;2;2;0
217;1;1;1;0;1;0
218;0;0;0;1;1;2
219;0;2;1;0;1;0
220;0;0;2;1;1;0
221;1;0;1;1;0;1
222;0;0;1;1;1;1
223;0;0;1;2;1;0
224;0;0;1;1;1;1
225;1;0;1;0;0;2
226;1;0;0;0;0;3
227;1;0;0;0;1;2
228;0;0;2;0;1;1
229;0;0;0;2;0;2
230;0;2;1;0;0;1
231;0;1;1;0;0;2
232;1;0;1;1;0;1
233;0;0;0;2;1;1
234;0;0;0;2;1;1
235;0;1;1;1;0;1
236;0;1;0;0;2;1
237;0;0;0;1;3;0
238;0;1;0;0;1;2
239;0;1;0;0;2;1
240;0;0;0;0;2;2
241;1;0;0;0;1;2
242;0;0;0;0;3;1
243;0;0;0;1;2;1
244;0;0;0;3;0;1
245;0;0;0;0;2;2
246;0;0;1;1;2;0
247;0;0;2;0;1;1
248;0;0;1;1;0;2
249;1;0;0;0;0;3
250;0;0;1;1;2;0
251;0;0;0;1;1;2
252;1;0;1;0;0;2
253;0;0;1;1;0;2
254;0;0;0;2;0;2
255;0;0;1;2;1;0
256;0;0;2;1;1;0
257;1;0;0;2;0;1
258;0;0;2;0;2;0
259;0;0;0;1;2;1
260;0;0;0;0;3;1
261;0;0;1;1;1;1
262;1;0;0;1;1;1
263;0;0;1;3;0;0
264;0;0;0;2;0;2
265;0;0;0;1;2;1
266;0;0;0;1;0;3
267;1;0;0;0;2;1
268;1;1;0;0;1;1
269;0;1;1;1;1;0
270;0;0;1;0;2;1
271;0;0;0;1;0;3
272;0;0;0;0;3;1
273;0;0;0;3;0;1
274;0;0;1;0;3;0
275;1;0;0;1;0;2
276;0;0;0;2;2;0
277;0;0;1;1;1;1
278;0;0;1;1;1;1
279;0;0;0;1;1;2
280;0;0;0;1;1;2
281;0;0;0;1;1;2
282;0;0;0;3;0;1
283;0;0;2;0;1;1
284;0;0;1;0;2;1
285;1;0;0;2;0;1
286;0;0;0;3;0;1
287;0;0;0;0;2;2
288;0;2;0;1;0;1
289;0;0;0;1;1;2
290;0;0;1;1;0;2
291;0;1;2;0;0;1
292;0;0;1;2;1;0
293;0;0;0;3;0;1
294;0;1;0;0;2;1
295;0;0;0;1;1;2
296;0;1;0;0;3;0
297;0;0;1;1;0;2
298;0;0;0;1;1;2
299;0;1;0;1;2;0
300;0;1;1;0;2;0
301;0;0;0;0;2;2
302;0;0;0;0;1;3
303;0;0;1;1;1;1
304;1;0;0;2;0;1
305;0;1;0;0;3;0
306;0;1;1;0;0;2
307;1;0;1;0;0;2
308;0;0;0;1;1;2
309;0;0;2;1;1;0
310;0;1;0;0;3;0
311;0;0;1;0;2;1
312;0;1;0;0;1;2
313;0;0;1;1;1;1
314;1;0;1;1;1;0
315;0;0;1;0;1;2
316;0;0;1;1;1;1
317;1;0;1;1;1;0
318;0;0;0;1;1;2
319;0;0;0;1;1;2
320;0;0;1;1;0;2
321;0;0;0;2;0;2
322;0;1;0;0;1;2
323;1;1;0;1;1;0
324;0;0;0;2;2;0
325;0;0;0;1;1;2
326;0;0;0;1;1;2
327;0;1;0;0;2;1
328;0;0;0;2;0;2
329;1;0;1;0;1;1
330;0;0;1;1;1;1
331;0;1;1;1;1;0
332;1;1;1;1;0;0
333;0;1;1;1;1;0
334;0;1;1;0;1;1
335;0;0;1;0;2;1
336;0;0;0;2;1;1
337;0;1;0;0;3;0
338;0;0;1;1;2;0
339;0;0;1;0;1;2
340;0;1;1;0;0;2
341;0;0;0;1;3;0
342;0;1;1;1;1;0
343;0;0;0;1;1;2
344;0;0;1;2;0;1
345;0;0;1;1;0;2
346;1;0;0;1;0;2
347;0;0;1;1;1;1
348;0;1;1;0;0;2
349;1;1;0;1;0;1
350;0;0;0;0;4;0
351;0;1;0;0;1;2
352;0;0;1;1;1;1
353;0;0;0;1;0;3
354;0;0;0;0;1;3
355;0;1;1;0;1;1
356;0;0;0;1;2;1
357;0;0;0;3;0;1
358;1;0;0;0;2;1
359;1;0;0;0;2;1
360;0;0;0;1;2;1
361;1;0;0;3;0;0
362;0;0;1;2;1;0
363;0;0;0;2;0;2
364;0;1;1;1;0;1
365;0;1;2;0;1;0
366;1;0;0;0;0;3
367;0;1;0;1;2;0
368;0;0;1;0;1;2
369;0;0;0;2;2;0
370;0;0;0;0;1;3
371;0;0;1;1;2;0
372;0;0;1;2;0;1
373;0;0;1;2;0;1
374;1;1;0;0;1;1
375;0;0;0;3;1;0
376;0;0;1;1;1;1
377;0;0;2;0;1;1
378;0;0;2;0;1;1
379;0;1;0;0;1;2
380;0;1;0;0;2;1
381;0;0;0;0;2;2
382;0;0;0;1;2;1
383;0;1;2;0;0;1
384;0;1;1;1;1;0
385;0;0;0;2;1;1
386;0;0;1;0;1;2
387;0;0;0;1;2;1
388;0;0;2;2;0;0
389;1;0;1;0;0;2
390;0;0;1;0;1;2
391;1;1;0;0;1;1
392;0;0;0;1;0;3
393;0;0;0;1;2;1
394;0;1;0;1;0;2
395;0;0;0;2;1;1
396;0;1;0;2;1;0
397;0;0;3;0;0;1
398;0;0;0;0;3;1
399;0;0;0;1;1;2
400;0;1;1;0;1;1
401;0;0;1;0;2;1
402;0;0;1;1;1;1
403;0;0;1;1;1;1
404;0;0;2;2;0;0
405;0;0;1;1;1;1
406;0;0;2;0;0;2
407;0;0;0;0;1;3
408;0;1;1;0;1;1
409;0;0;2;1;1;0
410;1;0;1;0;1;1
411;0;0;0;2;1;1
412;1;1;0;1;1;0
413;0;1;0;0;1;2
414;0;1;1;1;0;1
415;0;0;1;0;0;3
416;0;0;0;0;2;2
417;1;0;0;1;2;0
418;0;0;1;0;1;2
419;0;0;0;0;3;1
420;0;0;1;1;1;1
421;0;0;0;1;1;2
422;0;0;0;0;2;2
423;0;1;0;1;2;0
424;0;1;0;0;2;1
425;1;0;0;0;0;3
426;0;1;0;1;2;0
427;0;0;0;1;1;2
428;0;0;0;2;1;1
429;0;0;0;1;1;2
430;1;1;1;0;1;0
431;1;0;0;1;2;0
432;1;0;0;1;1;1
433;0;0;1;1;0;2
434;0;0;0;1;2;1
435;1;0;0;0;1;2
436;0;1;0;2;0;1
437;0;0;1;1;1;1
438;0;0;0;1;1;2
439;0;0;0;1;2;1
440;0;0;0;1;2;1
441;0;0;0;2;1;1
442;0;0;0;0;1;3
443;0;0;0;0;2;2
444;0;1;0;0;1;2
445;1;0;0;1;0;2
446;0;1;0;0;3;0
447;0;1;1;0;1;1
448;0;0;1;2;0;1
449;0;0;0;0;2;2
450;0;0;0;2;1;1
451;0;0;0;0;1;3
452;0;0;1;1;1;1
453;1;0;0;1;0;2
454;0;0;1;1;1;1
455;0;2;1;0;0;1
456;1;0;1;0;2;0
457;0;0;0;2;2;0
458;0;0;0;1;0;3
459;0;2;0;1;1;0
460;1;1;1;0;0;1
461;0;0;1;0;2;1
462;0;1;0;0;1;2
463;0;0;0;0;2;2
464;0;0;1;1;2;0
465;0;1;1;0;2;0
466;1;0;1;0;1;1
467;0;1;1;1;1;0
468;0;0;1;2;0;1
469;0;0;0;1;1;2
470;0;1;0;1;0;2
471;0;0;0;0;0;4
472;0;1;0;1;0;2
473;0;2;0;1;0;1
474;0;0;0;1;2;1
475;0;0;0;2;0;2
476;0;0;0;2;0;2
477;0;0;0;1;2;1
478;0;1;1;0;1;1
479;0;1;0;1;1;1
480;1;1;0;1;0;1
481;0;0;0;1;1;2
482;0;0;0;1;0;3
483;0;1;0;1;2;0
484;0;0;1;1;0;2
485;0;0;2;0;0;2
486;0;0;1;1;1;1
487;0;1;0;1;1;1
488;0;0;1;2;0;1
489;0;1;0;0;1;2
490;0;0;1;1;1;1
491;0;0;0;1;1;2
492;0;0;1;1;0;2
493;0;0;1;1;2;0
494;0;0;1;1;0;2
495;0;0;1;0;0;3
496;0;0;3;0;0;1
497;0;0;2;0;2;0
498;0;1;0;1;1;1
499;0;0;1;1;0;2
500;0;0;1;1;1;1
501;0;0;1;1;1;1
502;0;0;2;0;1;1
503;0;0;1;1;0;2
504;1;0;1;1;0;1
505;0;0;2;2;0;0
506;0;0;0;2;1;1
507;0;0;0;1;1;2
508;0;0;2;0;1;1
509;0;0;1;1;1;1
510;1;0;1;1;0;1
511;0;0;0;2;0;2
512;0;0;0;0;0;4
513;0;0;0;2;1;1
514;0;0;0;2;1;1
515;0;0;1;1;2;0
516;0;0;1;1;1;1
517;1;0;1;0;0;2
518;0;1;0;0;2;1
519;0;0;0;1;2;1
520;0;2;0;0;2;0
521;0;2;0;0;2;0
522;0;0;1;2;1;0
523;0;0;0;0;1;3
524;0;1;0;1;1;1
525;0;0;0;1;1;2
526;0;0;2;1;1;0
527;1;1;1;0;0;1
528;0;0;0;1;0;3
529;0;1;0;0;1;2
530;0;0;0;0;2;2
531;0;0;0;2;1;1
532;1;0;2;0;1;0
533;1;0;0;1;1;1
534;0;0;0;1;3;0
535;0;0;0;0;1;3
536;0;0;0;1;1;2
537;0;0;0;2;0;2
538;0;0;1;0;2;1
539;0;0;3;0;0;1
540;0;1;1;1;1;0
541;0;0;1;1;0;2
542;0;1;0;0;1;2
543;0;0;0;0;2;2
544;1;0;1;0;0;2
545;0;1;0;0;2;1
546;0;0;1;0;1;2
547;0;1;0;1;1;1
548;0;0;1;0;2;1
549;0;0;2;2;0;0
550;0;0;1;0;0;3
551;1;1;1;0;0;1
552;0;0;2;0;1;1
553;0;0;0;1;2;1
554;0;0;0;0;1;3
555;0;0;0;2;2;0
556;0;0;1;2;1;0
557;0;0;0;1;2;1
558;0;0;1;2;0;1
559;0;1;0;0;1;2
560;0;0;0;2;1;1
561;0;0;2;1;1;0
562;0;0;1;1;2;0
563;0;0;1;1;1;1
564;0;0;0;0;0;4
565;0;0;1;0;1;2
566;0;1;0;1;1;1
567;0;0;1;2;1;0
568;0;2;2;0;0;0
569;0;0;1;1;2;0
570;0;1;1;0;1;1
571;1;2;0;0;0;1
572;0;0;0;1;3;0
573;0;0;1;0;2;1
574;0;0;1;1;1;1
575;1;0;1;2;0;0
576;0;1;0;3;0;0
577;0;1;0;1;2;0
578;0;0;1;0;1;2
579;1;1;1;1;0;0
580;1;0;1;1;1;0
581;0;1;1;1;0;1
582;0;0;1;0;1;2
583;0;0;1;0;2;1
584;0;0;0;0;0;4
585;0;0;0;0;1;3
586;0;0;0;1;1;2
587;0;0;0;1;2;1
588;0;0;0;0;1;3
589;0;0;0;4;0;0
590;0;1;0;2;1;0
591;0;0;0;1;2;1
592;0;0;1;3;0;0
593;0;0;1;1;1;1
594;1;1;0;0;1;1
595;0;0;0;2;1;1
596;1;0;0;1;1;1
597;0;1;0;1;1;1
598;0;0;1;1;1;1
599;0;1;0;2;0;1
600;0;0;0;1;1;2
601;0;1;2;0;1;0
602;1;0;0;1;1;1
603;0;0;0;2;1;1
604;0;0;0;0;1;3
605;0;0;1;1;1;1
606;0;0;0;1;2;1
607;0;0;1;1;1;1
608;0;0;1;0;1;2
609;0;0;0;0;3;1
610;0;1;0;1;1;1
611;0;0;0;2;2;0
612;0;1;0;1;1;1
613;0;0;1;0;1;2
614;0;0;0;0;3;1
615;0;0;1;2;1;0
616;1;2;0;0;0;1
617;0;1;0;1;1;1
618;1;0;0;2;1;0
619;0;1;0;1;1;1
620;0;0;2;0;0;2
621;0;0;0;0;3;1
622;1;0;1;1;1;0
623;0;0;1;0;1;2
624;0;0;0;1;0;3
625;0;0;0;1;1;2
626;1;0;0;0;0;3
627;0;1;0;1;1;1
628;0;0;1;0;0;3
629;0;0;0;1;2;1
630;0;0;0;1;3;0
631;0;1;0;1;1;1
632;0;0;0;4;0;0
633;0;0;0;0;3;1
634;0;1;1;0;0;2
635;0;0;1;0;0;3
636;1;1;0;1;1;0
637;0;1;1;1;0;1
638;0;0;0;0;1;3
639;0;0;0;1;1;2
640;1;0;1;0;1;1
641;0;0;0;1;1;2
642;0;0;1;1;2;0
643;0;0;1;0;2;1
644;0;0;0;1;2;1
645;0;0;2;0;2;0
646;0;0;2;0;1;1
647;0;0;0;3;0;1
648;1;0;1;1;0;1
649;0;1;0;1;1;1
650;0;0;0;1;2;1
651;0;1;0;2;0;1
652;0;0;1;0;2;1
653;0;0;1;0;1;2
654;0;0;0;1;1;2
655;0;0;0;1;1;2
656;0;0;1;0;1;2
657;1;0;0;1;0;2
658;1;0;1;1;1;0
659;1;0;1;2;0;0
660;0;0;1;0;1;2
661;0;0;0;1;2;1
662;0;1;0;1;0;2
663;0;1;1;2;0;0
664;0;0;1;0;3;0
665;1;0;0;0;1;2
666;0;0;1;1;1;1
667;0;2;1;0;1;0
668;0;1;1;0;0;2
669;0;1;0;2;1;0
670;0;0;2;2;0;0
671;0;0;0;2;0;2
672;0;1;0;1;0;2
673;1;1;0;0;0;2
674;0;0;0;1;2;1
675;0;1;1;1;1;0
676;0;0;1;1;0;2
677;1;1;1;0;0;1
678;0;0;0;2;1;1
679;0;0;1;1;0;2
680;0;0;1;1;0;2
681;0;2;0;0;2;0
682;0;0;1;0;2;1
683;0;0;0;1;1;2
684;0;0;2;1;0;1
685;0;0;0;1;2;1
686;0;1;0;1;1;1
687;0;0;0;3;0;1
688;0;0;0;1;1;2
689;0;0;0;2;1;1
690;0;0;1;2;1;0
691;0;0;0;0;2;2
692;0;1;2;0;1;0
693;1;0;0;0;0;3
694;1;0;0;1;1;1
695;0;0;1;1;1;1
696;0;0;2;1;0;1
697;0;0;0;1;2;1
698;0;0;0;1;1;2
699;0;0;0;1;2;1
700;0;0;0;1;2;1
701;0;0;1;1;2;0
702;0;0;0;0;1;3
703;0;0;0;1;1;2
704;0;1;0;1;0;2
705;1;1;1;1;0;0
706;0;0;1;1;1;1
707;0;0;0;2;1;1
708;0;0;0;3;0;1
709;0;0;1;0;1;2
710;0;0;2;1;1;0
711;0;0;0;0;3;1
712;0;0;0;0;0;4
713;0;0;0;0;2;2
714;0;1;0;0;1;2
715;0;0;1;2;0;1
716;0;0;0;1;0;3
717;0;1;0;0;1;2
718;0;1;0;0;2;1
719;0;0;0;1;1;2
720;0;1;0;1;1;1
721;0;0;0;2;1;1
722;0;0;0;1;1;2
723;0;0;0;2;1;1
724;0;0;0;1;2;1
725;1;0;0;1;0;2
726;0;0;0;1;0;3
727;0;0;1;1;1;1
728;0;0;0;1;1;2
729;0;1;1;0;1;1
730;0;0;0;1;1;2
731;0;1;1;0;0;2
732;1;2;1;0;0;0
733;0;0;0;0;2;2
734;0;0;1;0;1;2
735;0;2;1;0;1;0
736;0;0;1;1;2;0
737;0;0;0;3;1;0
738;0;0;1;1;1;1
739;0;0;1;2;1;0
740;1;1;0;0;0;2
741;0;1;0;2;1;0
742;0;1;1;0;1;1
743;0;0;0;1;2;1
744;0;0;1;1;0;2
745;0;0;0;1;1;2
746;0;0;0;2;2;0
747;0;0;1;1;2;0
748;0;1;1;1;0;1
749;0;0;1;3;0;0
750;0;0;3;1;0;0
751;0;0;0;0;2;2
752;0;1;0;2;1;0
753;0;1;0;1;2;0
754;0;0;0;2;1;1
755;0;0;0;1;1;2
756;0;0;0;1;2;1
757;0;0;0;1;1;2
758;0;0;2;0;1;1
759;1;0;0;1;1;1
760;0;0;2;0;1;1
761;0;0;1;1;2;0
762;1;2;0;0;0;1
763;0;0;2;0;2;0
764;0;0;1;1;1;1
765;0;0;1;1;1;1
766;0;0;0;2;1;1
767;0;0;1;0;1;2
768;0;0;0;1;2;1
769;0;0;0;1;1;2
770;0;0;0;1;1;2
771;0;0;0;2;1;1
772;0;0;1;1;1;1
773;0;1;1;0;2;0
774;0;0;1;2;1;0
775;0;1;0;0;2;1
776;1;1;0;0;2;0
777;0;0;0;1;2;1
778;0;0;0;2;2;0
779;0;2;0;0;2;0
780;0;0;1;1;1;1
781;0;2;0;0;2;0
782;0;0;2;0;1;1
783;0;0;0;0;1;3
784;1;1;0;0;0;2
785;1;0;0;2;0;1
786;0;0;0;2;2;0
787;0;0;0;1;3;0
788;1;1;1;0;1;0
789;0;0;0;1;1;2
790;0;0;0;2;0;2
791;1;0;0;1;0;2
792;1;0;0;1;1;1
793;0;0;0;2;0;2
794;0;0;1;1;1;1
795;0;0;0;0;3;1
796;0;0;0;2;1;1
797;0;1;0;1;1;1
798;0;1;0;1;1;1
799;0;0;1;1;0;2
800;1;0;1;0;0;2
801;0;0;1;0;1;2
802;0;0;0;0;3;1
803;0;0;0;2;1;1
804;1;1;0;1;1;0
805;0;0;0;0;3;1
806;0;1;0;1;0;2
807;0;0;0;2;0;2
808;0;1;0;1;0;2
809;0;0;0;1;1;2
810;0;0;0;2;1;1
811;1;0;0;0;1;2
812;1;0;0;1;0;2
813;0;2;0;0;1;1
814;0;0;0;2;1;1
815;0;0;0;2;0;2
816;0;0;0;1;2;1
817;1;0;1;1;1;0
818;0;1;0;1;2;0
819;0;0;1;0;3;0
820;0;1;0;1;1;1
821;0;0;1;1;1;1
822;0;0;1;2;1;0
823;0;0;0;1;1;2
824;0;1;0;1;1;1
825;0;0;1;1;1;1
826;0;0;0;1;3;0
827;0;2;1;0;0;1
828;0;0;0;1;2;1
829;0;0;0;1;1;2
830;0;1;1;0;2;0
831;0;0;0;1;2;1
832;0;2;0;0;1;1
833;0;0;2;0;2;0
834;1;1;0;0;0;2
835;0;1;0;1;0;2
836;1;0;0;0;2;1
837;1;0;0;1;0;2
838;1;1;0;1;0;1
839;0;1;1;2;0;0
840;0;0;1;1;1;1
841;1;0;1;1;0;1
842;0;0;0;0;2;2
843;0;0;0;2;0;2
844;0;1;0;0;2;1
845;1;0;0;1;1;1
846;1;0;1;1;1;0
847;0;0;0;2;0;2
848;0;0;0;1;1;2
849;0;0;0;2;1;1
850;0;1;0;0;0;3
851;0;0;2;0;1;1
852;0;0;0;0;2;2
853;0;1;0;1;0;2
854;1;0;0;1;0;2
855;0;1;0;3;0;0
856;0;0;0;2;1;1
857;0;0;2;1;0;1
858;0;0;1;1;2;0
859;0;1;0;0;1;2
860;0;0;0;0;3;1
861;0;0;1;1;2;0
862;1;0;1;0;1;1
863;0;0;0;0;2;2
864;0;1;1;1;0;1
865;0;0;0;0;3;1
866;0;0;0;0;3;1
867;1;1;0;0;1;1
868;0;0;1;1;1;1
869;0;0;1;2;1;0
870;0;0;1;0;0;3
871;0;1;1;0;2;0
872;0;0;1;1;1;1
873;1;0;1;1;1;0
874;0;0;1;1;2;0
875;0;0;1;2;0;1
876;1;1;0;0;1;1
877;0;1;0;0;1;2
878;0;1;0;1;1;1
879;0;0;1;0;3;0
880;0;0;1;0;1;2
881;0;0;0;1;2;1
882;0;0;0;1;1;2
883;1;0;0;1;0;2
884;0;0;0;1;2;1
885;0;0;1;0;1;2
886;0;0;1;1;1;1
887;0;2;0;0;2;0
888;0;1;2;0;0;1
889;0;0;0;0;2;2
890;0;1;0;0;2;1
891;0;1;0;0;1;2
892;0;0;1;0;1;2
893;1;1;0;0;1;1
894;0;1;0;1;2;0
895;0;0;0;0;2;2
896;0;0;2;0;1;1
897;0;0;0;0;3;1
898;0;0;1;0;1;2
899;0;1;0;1;1;1
900;0;0;1;0;2;1
901;1;1;0;0;0;2
902;1;1;1;0;0;1
903;0;0;0;0;2;2
904;1;0;0;1;2;0
905;0;0;0;1;2;1
906;0;0;1;0;1;2
907;0;0;0;1;1;2
908;0;1;0;1;1;1
909;0;1;1;2;0;0
910;0;0;1;0;1;2
911;0;1;0;1;2;0
912;0;0;0;2;0;2
913;0;0;1;0;1;2
914;1;0;0;1;1;1
915;1;0;0;2;1;0
916;0;0;0;2;2;0
917;0;1;0;1;1;1
918;0;0;1;1;1;1
919;0;0;0;1;2;1
920;0;0;0;2;2;0
921;0;0;1;0;2;1
922;0;1;0;2;0;1
923;0;0;0;3;0;1
924;0;0;0;2;1;1
925;0;0;0;0;2;2
926;0;1;1;1;1;0
927;0;1;0;0;2;1
928;0;0;1;1;0;2
929;0;0;0;0;3;1
930;0;0;0;0;2;2
931;1;0;0;2;0;1
932;0;0;0;0;2;2
933;0;1;1;0;2;0
934;0;0;1;1;1;1
935;1;0;1;0;1;1
936;0;0;0;0;3;1
937;0;0;0;1;0;3
938;0;1;1;0;2;0
939;0;1;0;0;2;1
940;1;0;0;1;0;2
941;0;1;1;0;1;1
942;0;1;1;0;2;0
943;0;0;1;1;1;1
944;1;0;0;1;2;0
945;0;1;0;1;2;0
946;0;0;1;0;1;2
947;0;0;0;1;1;2
948;1;0;0;3;0;0
949;0;0;1;1;0;2
950;0;0;1;2;0;1
951;0;0;2;1;1;0
952;0;0;1;0;2;1
953;1;0;0;2;1;0
954;0;0;1;0;0;3
955;0;1;0;1;1;1
956;0;0;0;0;2;2
957;0;1;1;0;1;1
958;0;0;0;1;2;1
959;0;1;0;2;1;0
960;0;0;0;1;0;3
961;0;0;1;0;2;1
962;0;1;1;0;2;0
963;0;0;0;1;2;1
964;0;0;0;0;2;2
965;0;0;0;1;3;0
966;0;1;2;0;0;1
967;0;0;0;3;0;1
968;0;0;0;0;2;2
969;1;1;1;0;0;1
970;0;0;2;0;0;2
971;1;0;0;1;0;2
972;0;0;1;1;2;0
973;0;0;0;0;1;3
974;0;1;0;1;2;0
975;0;0;1;1;1;1
976;0;0;1;1;2;0
977;0;0;1;1;1;1
978;1;0;0;2;0;1
979;0;0;1;2;1;0
980;0;1;0;1;1;1
981;0;0;1;1;1;1
982;0;0;1;1;2;0
983;1;0;0;2;1;0
984;0;1;0;2;1;0
985;0;1;1;1;0;1
986;0;0;0;2;0;2
987;0;1;0;0;3;0
988;0;0;0;1;2;1
989;0;0;0;0;3;1
990;0;1;0;1;1;1
991;1;1;0;1;0;1
992;0;0;0;2;1;1
993;0;0;0;2;1;1
994;0;0;0;2;2;0
995;1;2;0;1;0;0
