Runde;EINS;ZWEI;DREI;VIER;FUENF;SECHS
194;0;2;0;1;1;0
195;0;2;0;1;0;1
196;1;2;0;0;1;0
197;0;3;0;1;0;0
198;2;0;0;2;0;0
199;0;1;0;1;1;1
200;0;0;2;1;1;0
201;0;0;1;0;1;2
202;0;2;1;0;1;0
203;1;0;0;1;1;1
204;0;2;0;1;0;1
205;0;1;1;1;0;1
206;0;0;1;1;2;0
207;1;1;1;1;0;0
208;0;2;0;1;1;0
209;0;1;0;1;0;2
210;0;2;0;0;1;1
211;0;3;0;1;0;0
212;1;1;0;1;1;0
213;0;1;2;0;1;0
214;1;0;0;1;2;0
215;0;0;1;0;2;1
216;2;1;1;0;0;0
217;0;3;1;0;0;0
218;0;1;1;0;0;2
219;1;1;0;1;1;0
220;0;2;0;1;1;0
221;0;2;0;0;1;1
222;2;0;0;2;0;0
223;1;1;0;1;1;0
224;0;0;1;1;0;2
225;0;2;0;0;1;1
226;0;1;1;1;0;1
227;0;1;1;1;0;1
228;0;0;1;0;2;1
229;0;0;0;1;2;1
230;0;1;0;1;1;1
231;0;0;1;2;1;0
232;1;0;1;1;0;1
233;0;2;0;1;0;1
234;0;1;1;2;0;0
235;1;1;1;0;1;0
236;0;0;0;0;1;3
237;0;1;0;1;2;0
238;1;0;0;2;1;0
239;0;0;2;2;0;0
240;0;2;0;0;0;2
241;1;1;2;0;0;0
242;1;0;1;0;0;2
243;0;1;0;1;1;1
244;0;1;1;1;1;0
245;0;0;2;1;1;0
246;0;1;1;1;1;0
247;0;0;1;3;0;0
248;1;1;0;0;1;1
249;0;0;0;2;1;1
250;2;0;0;1;0;1
251;0;1;0;1;2;0
252;0;0;1;0;2;1
253;1;0;1;0;1;1
254;2;0;0;0;2;0
255;1;2;0;1;0;0
256;1;2;1;0;0;0
257;0;0;0;2;0;2
258;1;1;1;0;0;1
259;2;0;0;0;0;2
260;1;0;0;2;0;1
261;3;1;0;0;0;0
262;0;0;0;1;2;1
263;0;1;0;1;0;2
264;1;0;2;0;1;0
265;1;0;0;3;0;0
266;0;0;0;2;2;0
267;0;1;1;1;1;0
268;0;0;1;2;1;0
269;0;2;1;0;1;0
270;1;0;1;1;1;0
271;1;1;1;0;0;1
272;0;1;1;1;0;1
273;0;0;2;0;2;0
274;1;0;0;1;2;0
275;0;2;0;0;1;1
276;0;0;1;1;0;2
277;2;0;1;1;0;0
278;1;0;1;1;0;1
279;0;3;0;0;0;1
280;1;1;0;1;0;1
281;2;0;0;2;0;0
282;1;1;2;0;0;0
283;2;0;1;1;0;0
284;0;2;1;0;0;1
285;1;0;1;1;0;1
286;0;0;2;0;1;1
287;0;0;0;2;0;2
288;1;0;0;1;2;0
289;1;0;0;1;1;1
290;1;1;1;1;0;0
291;1;1;0;1;1;0
292;2;0;1;0;0;1
293;0;2;0;0;0;2
294;0;2;1;0;0;1
295;0;1;1;1;0;1
296;1;2;1;0;0;0
297;0;1;1;1;0;1
298;0;0;2;1;0;1
299;1;0;2;1;0;0
300;3;0;0;0;0;1
301;1;0;1;0;2;0
302;0;0;2;0;1;1
303;0;0;0;3;0;1
304;0;1;1;1;0;1
305;1;1;0;0;1;1
306;0;0;1;1;2;0
307;0;0;2;0;1;1
308;1;1;1;0;0;1
309;2;0;1;0;0;1
310;2;2;0;0;0;0
311;1;0;3;0;0;0
312;0;2;0;1;0;1
313;0;3;1;0;0;0
314;0;1;2;0;1;0
315;0;0;2;0;1;1
316;0;1;0;1;1;1
317;1;1;1;0;1;0
318;0;1;0;0;2;1
319;1;1;0;2;0;0
320;0;2;0;0;1;1
321;1;2;1;0;0;0
322;1;1;1;0;0;1
323;0;2;1;1;0;0
324;1;1;1;1;0;0
325;0;0;1;1;0;2
326;1;1;0;2;0;0
327;0;3;0;1;0;0
328;0;1;0;1;1;1
329;0;2;1;1;0;0
330;0;1;1;1;0;1
331;1;1;0;0;1;1
332;1;1;0;0;1;1
333;0;1;1;0;2;0
334;0;1;2;0;0;1
335;0;1;0;0;1;2
336;0;0;1;0;2;1
337;0;2;0;1;0;1
338;0;0;3;0;1;0
339;0;2;0;0;2;0
340;2;1;1;0;0;0
341;1;0;0;1;2;0
342;0;0;1;1;2;0
343;0;0;1;0;2;1
344;0;2;0;1;1;0
345;2;0;2;0;0;0
346;0;1;1;1;1;0
347;1;1;1;0;1;0
348;1;0;1;2;0;0
349;0;0;1;1;1;1
350;1;0;0;0;1;2
351;1;1;0;1;0;1
352;0;1;1;1;1;0
353;1;1;0;1;1;0
354;2;1;0;0;1;0
355;1;1;2;0;0;0
356;1;1;0;0;0;2
357;1;0;0;1;1;1
358;1;1;2;0;0;0
359;2;1;1;0;0;0
360;2;0;0;2;0;0
361;0;1;2;1;0;0
362;0;2;0;1;0;1
363;1;1;1;1;0;0
364;1;0;0;2;0;1
365;0;2;1;1;0;0
366;0;1;2;1;0;0
367;0;0;1;1;1;1
368;0;0;1;0;2;1
369;2;2;0;0;0;0
370;0;0;2;2;0;0
371;0;2;1;1;0;0
372;0;0;1;1;1;1
373;0;1;1;0;1;1
374;1;0;0;2;1;0
375;0;2;0;2;0;0
376;1;0;0;2;1;0
377;1;0;1;0;1;1
378;0;1;1;1;0;1
379;1;2;1;0;0;0
380;2;0;1;1;0;0
381;2;0;0;0;0;2
382;0;0;1;0;1;2
383;1;1;0;1;1;0
384;0;1;0;0;2;1
385;0;0;1;2;0;1
386;0;0;1;1;1;1
387;0;0;1;0;2;1
388;0;1;0;1;2;0
389;1;1;1;0;0;1
390;1;1;1;0;0;1
391;0;1;0;0;1;2
392;0;0;2;0;2;0
393;0;1;1;1;0;1
394;0;2;1;0;0;1
395;1;0;0;2;1;0
396;0;0;1;1;2;0
397;1;0;2;0;1;0
398;3;1;0;0;0;0
399;2;1;0;0;1;0
400;1;0;0;1;1;1
401;0;0;1;1;1;1
402;1;0;1;1;0;1
403;1;1;1;0;1;0
404;0;0;1;1;0;2
405;0;1;1;1;0;1
406;0;1;1;1;0;1
407;2;0;1;0;1;0
408;0;1;1;0;2;0
409;0;1;1;1;0;1
410;0;3;0;1;0;0
411;0;0;1;2;0;1
412;0;0;1;1;1;1
413;1;0;1;2;0;0
414;2;0;0;1;1;0
415;1;1;0;2;0;0
416;0;1;0;3;0;0
417;0;1;0;0;0;3
418;0;1;0;2;0;1
419;0;2;0;1;1;0
420;0;2;1;0;0;1
421;1;0;1;0;1;1
422;0;0;0;3;1;0
423;2;1;0;1;0;0
424;1;1;0;0;1;1
425;0;1;0;1;1;1
426;0;0;0;0;2;2
427;0;0;1;0;2;1
428;0;0;2;0;2;0
429;2;0;0;1;0;1
430;0;2;0;1;0;1
431;1;1;1;1;0;0
432;1;2;0;1;0;0
433;0;2;2;0;0;0
434;0;1;1;1;0;1
435;0;1;0;2;1;0
436;1;1;0;0;2;0
437;1;0;0;2;1;0
438;1;0;1;2;0;0
439;2;0;0;0;2;0
440;0;3;0;0;1;0
441;1;0;2;0;0;1
442;1;1;1;0;0;1
443;1;1;1;0;0;1
444;0;1;2;1;0;0
445;2;1;0;1;0;0
446;2;1;0;0;0;1
447;1;1;1;0;0;1
448;0;1;0;1;0;2
449;1;1;0;2;0;0
450;0;1;0;1;1;1
451;0;0;0;3;0;1
452;2;0;0;0;1;1
453;0;1;1;0;1;1
454;1;1;1;0;0;1
455;0;1;0;1;0;2
456;0;0;0;1;1;2
457;0;0;2;0;1;1
458;2;1;0;1;0;0
459;0;0;0;2;2;0
460;0;1;1;1;0;1
461;0;2;0;0;1;1
462;0;0;2;1;1;0
463;0;3;0;0;1;0
464;1;0;0;0;2;1
465;2;0;1;0;1;0
466;0;0;3;0;0;1
467;2;0;1;0;0;1
468;0;0;1;2;0;1
469;1;1;1;1;0;0
470;1;1;1;0;1;0
471;0;2;1;0;1;0
472;0;1;2;0;0;1
473;0;1;2;0;1;0
474;1;0;0;0;3;0
475;1;0;1;0;0;2
476;1;0;2;0;0;1
477;0;0;3;0;0;1
478;1;0;1;2;0;0
479;0;1;0;1;1;1
480;2;1;0;0;1;0
481;1;0;0;3;0;0
482;1;1;0;2;0;0
483;2;1;0;1;0;0
484;0;2;1;1;0;0
485;1;0;0;2;1;0
486;1;0;0;1;0;2
487;0;1;0;0;1;2
488;0;2;0;0;1;1
489;0;1;2;0;1;0
490;0;0;1;0;1;2
491;0;2;1;0;1;0
492;1;0;0;2;1;0
493;2;0;1;0;1;0
494;3;1;0;0;0;0
495;2;0;0;1;1;0
496;0;2;1;0;1;0
497;0;1;0;0;2;1
498;1;0;0;0;2;1
499;0;1;0;1;2;0
500;1;1;0;1;0;1
501;1;0;0;2;0;1
502;0;0;0;2;2;0
503;1;0;0;1;1;1
504;1;0;1;1;1;0
505;0;0;1;0;3;0
506;0;2;0;0;1;1
507;0;1;1;1;1;0
508;1;0;3;0;0;0
509;1;0;1;0;1;1
510;1;0;2;0;1;0
511;0;1;1;0;2;0
512;0;0;2;1;0;1
513;0;2;0;1;0;1
514;1;1;0;1;1;0
515;1;1;0;0;1;1
516;0;1;1;1;1;0
517;2;0;1;0;1;0
518;1;1;1;1;0;0
519;1;0;1;1;1;0
520;1;0;1;1;0;1
521;1;0;1;1;1;0
522;0;0;1;1;2;0
523;1;0;1;0;2;0
524;0;2;0;1;0;1
525;1;0;0;1;1;1
526;0;1;2;1;0;0
527;0;1;2;0;1;0
528;1;1;0;0;0;2
529;0;0;1;1;0;2
530;0;1;1;1;1;0
531;1;1;2;0;0;0
532;1;0;0;0;1;2
533;1;0;1;1;0;1
534;0;1;0;1;1;1
535;0;0;0;0;2;2
536;0;0;1;0;1;2
537;0;1;0;0;1;2
538;0;0;0;2;1;1
539;0;2;0;0;1;1
540;1;1;1;0;1;0
541;1;1;0;1;0;1
542;0;0;0;2;1;1
543;1;0;1;0;1;1
544;0;2;0;0;2;0
545;1;2;0;1;0;0
546;2;0;0;1;1;0
547;0;1;1;0;2;0
548;1;1;0;0;2;0
549;1;0;0;0;2;1
550;0;0;0;0;2;2
551;1;2;0;0;1;0
552;2;0;1;1;0;0
553;1;0;1;0;1;1
554;0;0;0;3;0;1
555;0;1;0;2;1;0
556;2;0;1;1;0;0
557;0;1;0;0;2;1
558;2;0;0;1;0;1
559;1;0;1;1;1;0
560;1;0;0;2;0;1
561;1;0;0;2;1;0
562;0;1;0;1;1;1
563;0;1;0;1;1;1
564;0;0;1;1;2;0
565;1;0;0;3;0;0
566;2;1;0;0;0;1
567;2;1;1;0;0;0
568;0;0;1;1;2;0
569;0;1;1;1;1;0
570;3;0;0;0;0;1
571;1;0;1;1;1;0
572;4;0;0;0;0;0
573;0;1;1;0;1;1
574;0;0;1;1;1;1
575;0;0;0;1;1;2
576;2;0;0;1;1;0
577;0;1;0;0;1;2
578;1;2;1;0;0;0
579;0;0;2;1;0;1
580;0;1;0;1;0;2
581;0;0;1;2;1;0
582;0;1;1;1;0;1
583;1;2;0;1;0;0
584;0;0;0;0;2;2
585;1;2;1;0;0;0
586;2;1;1;0;0;0
587;1;1;1;1;0;0
588;1;1;0;0;1;1
589;1;0;1;1;0;1
590;0;0;3;1;0;0
591;0;0;1;2;1;0
592;0;1;0;1;0;2
593;0;1;2;0;0;1
594;1;0;2;0;0;1
595;1;1;1;0;1;0
596;0;3;0;0;0;1
597;1;0;1;2;0;0
598;1;0;1;0;0;2
599;0;1;1;1;0;1
600;1;0;0;1;0;2
601;0;0;0;3;1;0
602;1;1;0;0;1;1
603;3;0;0;0;1;0
604;2;0;1;0;0;1
605;0;1;0;1;1;1
606;0;1;2;1;0;0
607;1;2;0;0;0;1
608;2;0;0;2;0;0
609;1;0;2;1;0;0
610;0;0;1;0;3;0
611;1;2;0;1;0;0
612;0;1;0;1;1;1
613;1;0;1;0;0;2
614;0;0;2;2;0;0
615;1;0;0;0;0;3
616;0;0;2;2;0;0
617;0;2;0;1;0;1
618;0;0;0;0;4;0
619;2;1;1;0;0;0
620;3;0;1;0;0;0
621;0;1;1;1;1;0
622;0;1;0;1;1;1
623;0;1;2;0;1;0
624;1;0;1;1;0;1
625;1;0;0;2;0;1
626;1;0;2;0;1;0
627;0;1;0;2;1;0
628;0;0;0;2;2;0
629;1;0;2;0;1;0
630;0;2;1;0;0;1
631;0;0;0;2;2;0
632;0;0;1;1;1;1
633;0;0;0;2;2;0
634;0;1;1;0;0;2
635;1;1;0;1;0;1
636;2;1;0;0;1;0
637;0;1;1;1;0;1
638;2;0;0;1;0;1
639;0;2;0;0;1;1
640;0;0;1;0;2;1
641;0;0;2;2;0;0
642;2;0;0;1;1;0
643;0;1;0;2;1;0
644;0;0;1;2;1;0
645;0;0;0;0;2;2
646;2;0;0;1;0;1
647;0;2;0;1;0;1
648;2;1;1;0;0;0
649;1;0;1;1;1;0
650;1;0;0;1;2;0
651;0;1;0;1;1;1
652;2;1;0;0;1;0
653;1;0;0;1;1;1
654;2;0;1;0;1;0
655;1;0;1;0;1;1
656;0;1;2;1;0;0
657;0;1;0;3;0;0
658;0;1;0;0;2;1
659;0;0;1;1;0;2
660;1;1;0;1;1;0
661;2;2;0;0;0;0
662;0;1;1;0;1;1
663;0;1;0;1;1;1
664;0;0;1;1;1;1
665;0;2;1;0;0;1
666;1;1;0;1;0;1
667;0;0;2;0;2;0
668;0;2;1;0;1;0
669;0;0;1;1;0;2
670;2;0;0;0;1;1
671;0;1;1;1;1;0
672;1;1;0;2;0;0
673;1;1;0;0;1;1
674;0;0;1;1;2;0
675;2;0;0;1;1;0
676;3;1;0;0;0;0
677;2;1;0;0;1;0
678;0;0;1;1;0;2
679;0;1;0;1;1;1
680;0;1;1;2;0;0
681;2;0;1;1;0;0
682;1;0;1;1;0;1
683;0;0;3;1;0;0
684;1;1;1;0;0;1
685;0;1;1;1;1;0
686;0;0;0;1;3;0
687;1;0;2;0;0;1
688;0;0;1;1;1;1
689;0;1;1;1;0;1
690;0;0;1;2;0;1
691;0;0;1;1;1;1
692;1;1;0;0;0;2
693;2;1;0;1;0;0
694;0;0;2;1;0;1
695;2;0;1;0;1;0
696;1;1;1;0;0;1
697;0;1;0;0;1;2
698;0;1;1;1;0;1
699;0;1;1;1;1;0
700;1;0;0;1;2;0
701;0;0;0;1;3;0
702;0;1;0;0;1;2
703;1;0;1;1;1;0
704;2;1;1;0;0;0
705;1;1;0;0;1;1
706;0;1;0;0;3;0
707;1;0;1;0;1;1
708;0;1;0;1;1;1
709;1;2;0;0;0;1
710;1;0;1;0;1;1
711;0;1;1;1;0;1
712;0;0;0;2;0;2
713;0;0;1;0;1;2
714;1;1;0;1;0;1
715;1;1;1;0;1;0
716;0;1;1;0;0;2
717;0;0;3;0;0;1
718;0;0;0;1;1;2
719;1;1;0;0;0;2
720;0;1;1;2;0;0
721;0;1;2;1;0;0
722;1;1;0;0;1;1
723;0;2;0;1;1;0
724;1;1;0;1;1;0
725;1;0;1;1;0;1
726;1;1;0;1;0;1
727;1;1;0;0;1;1
728;0;2;0;0;1;1
729;2;0;0;2;0;0
730;2;0;0;0;0;2
731;1;2;1;0;0;0
732;0;0;1;1;1;1
733;1;1;0;1;0;1
734;1;0;2;0;1;0
735;0;2;1;1;0;0
736;0;0;2;1;0;1
737;0;0;0;3;1;0
738;1;0;0;0;2;1
739;1;0;0;0;2;1
740;1;0;0;2;0;1
741;1;0;2;0;1;0
742;0;0;0;3;0;1
743;1;1;0;1;0;1
744;0;0;1;0;2;1
745;1;0;1;0;1;1
746;0;0;1;0;2;1
747;1;0;0;2;1;0
748;0;0;0;2;0;2
749;0;2;1;1;0;0
750;2;0;0;1;0;1
751;2;0;0;2;0;0
752;0;2;0;0;2;0
753;0;0;0;2;2;0
754;0;2;1;0;0;1
755;0;2;0;1;1;0
756;0;0;1;1;0;2
757;0;0;2;0;1;1
758;1;0;0;3;0;0
759;0;2;0;1;0;1
760;0;0;1;1;1;1
761;1;0;0;1;2;0
762;1;1;1;0;0;1
763;0;1;0;1;2;0
764;2;0;0;2;0;0
765;0;0;1;1;1;1
766;1;1;1;0;1;0
767;0;0;2;0;1;1
768;1;0;0;1;2;0
769;1;1;0;2;0;0
770;1;0;2;0;0;1
771;1;1;1;1;0;0
772;1;0;2;1;0;0
773;0;0;0;1;2;1
774;1;1;2;0;0;0
775;1;1;1;1;0;0
776;1;1;0;0;0;2
777;0;1;1;1;0;1
778;0;1;1;0;0;2
779;2;0;1;0;1;0
780;1;0;1;2;0;0
781;1;3;0;0;0;0
782;0;0;2;1;0;1
783;1;1;0;0;0;2
784;0;2;1;1;0;0
785;1;2;0;0;1;0
786;1;2;0;0;1;0
787;1;1;0;1;0;1
788;1;2;0;0;0;1
789;1;1;0;0;0;2
790;0;1;0;0;0;3
791;2;0;1;0;1;0
792;0;0;0;2;1;1
793;0;0;0;1;1;2
794;2;0;0;0;0;2
795;0;1;0;1;1;1
796;0;0;1;2;1;0
797;0;2;1;1;0;0
798;0;0;0;1;2;1
799;0;1;0;1;1;1
800;0;0;1;2;1;0
801;1;1;1;0;1;0
802;1;0;2;0;1;0
803;0;0;1;0;1;2
804;2;0;0;0;1;1
805;1;0;0;0;1;2
806;1;0;1;0;0;2
807;1;1;1;0;0;1
808;0;0;0;2;1;1
809;0;0;2;0;1;1
810;1;2;0;1;0;0
811;2;1;0;0;1;0
812;1;2;0;0;1;0
813;1;0;2;0;1;0
814;0;0;1;0;0;3
815;1;0;1;0;1;1
816;2;0;0;0;1;1
817;0;2;0;2;0;0
818;0;1;1;0;1;1
819;0;0;1;1;2;0
820;0;0;1;1;1;1
821;1;1;1;0;0;1
822;2;0;1;0;1;0
823;1;1;1;0;1;0
824;2;1;0;1;0;0
825;0;1;1;1;1;0
826;3;0;0;0;0;1
827;0;2;1;1;0;0
828;2;0;1;1;0;0
829;1;0;2;1;0;0
830;0;0;0;2;2;0
831;0;0;1;0;1;2
832;1;1;0;1;0;1
833;0;1;1;0;2;0
834;0;0;0;1;1;2
835;1;1;1;0;1;0
836;1;0;1;1;1;0
837;1;3;0;0;0;0
838;1;1;1;0;0;1
839;0;0;1;0;2;1
840;0;0;2;0;1;1
841;0;0;1;0;1;2
842;0;1;0;0;0;3
843;1;0;1;2;0;0
844;0;0;0;1;3;0
845;0;1;1;0;2;0
846;0;0;0;1;1;2
847;1;0;2;0;0;1
848;0;1;1;0;1;1
849;0;1;1;0;1;1
850;1;0;0;1;0;2
851;0;1;0;3;0;0
852;1;1;0;1;1;0
853;1;1;0;1;0;1
854;4;0;0;0;0;0
855;1;1;1;0;0;1
856;1;0;0;1;1;1
857;0;2;0;0;1;1
858;2;1;0;0;1;0
859;1;0;1;2;0;0
860;0;0;1;1;0;2
861;0;0;2;0;0;2
862;0;0;2;0;0;2
863;0;0;1;1;1;1
864;0;1;1;1;0;1
865;2;0;1;0;0;1
866;1;0;1;1;0;1
867;1;0;0;0;2;1
868;0;2;0;1;1;0
869;0;1;0;2;0;1
870;1;0;1;1;0;1
871;1;0;0;1;1;1
872;0;0;2;1;1;0
873;0;1;0;1;0;2
874;0;0;3;1;0;0
875;2;0;0;0;2;0
876;0;0;1;0;3;0
877;1;1;0;1;0;1
878;0;0;1;1;1;1
879;1;2;0;0;0;1
880;0;1;1;1;1;0
881;0;0;0;2;0;2
882;1;1;0;0;1;1
883;0;1;0;1;1;1
884;0;2;0;1;0;1
885;0;2;0;1;0;1
886;0;0;2;0;2;0
887;0;2;1;0;0;1
888;1;1;0;1;1;0
889;1;0;0;1;0;2
890;0;0;0;2;1;1
891;2;1;0;0;1;0
892;1;2;1;0;0;0
893;0;0;1;1;2;0
894;1;0;0;0;2;1
895;1;0;0;1;1;1
896;0;1;0;2;1;0
897;0;1;1;1;1;0
898;1;0;0;1;2;0
899;1;1;0;0;2;0
900;1;0;1;1;0;1
901;1;0;1;0;2;0
902;1;0;1;1;1;0
903;0;0;2;1;1;0
904;0;0;0;1;3;0
905;1;2;0;1;0;0
906;0;1;2;0;0;1
907;1;0;0;0;2;1
908;0;1;2;1;0;0
909;1;0;0;1;0;2
910;0;2;1;0;0;1
911;0;0;2;1;0;1
912;2;0;0;0;1;1
913;0;0;1;0;2;1
914;1;1;1;1;0;0
915;1;1;1;0;0;1
916;0;2;0;1;1;0
917;0;1;0;0;2;1
918;0;0;1;1;2;0
919;1;0;1;1;1;0
920;0;1;0;2;1;0
921;0;0;3;1;0;0
922;0;0;0;1;2;1
923;0;0;0;2;0;2
924;0;1;1;1;0;1
925;0;0;1;1;1;1
926;0;2;0;0;1;1
927;0;1;1;0;1;1
928;0;0;3;0;0;1
929;0;2;0;0;1;1
930;1;1;0;0;1;1
931;1;0;1;0;1;1
932;0;0;1;0;2;1
933;0;0;3;0;1;0
934;0;1;0;1;0;2
935;1;0;0;3;0;0
936;0;0;0;1;1;2
937;0;2;1;1;0;0
938;0;1;1;0;2;0
939;2;0;0;2;0;0
940;0;2;1;1;0;0
941;0;0;2;0;1;1
942;0;0;1;1;1;1
943;1;0;1;1;1;0
944;1;1;0;1;1;0
945;0;0;0;2;0;2
946;2;0;0;1;0;1
947;0;0;0;0;2;2
948;0;3;0;0;1;0
949;1;0;0;0;1;2
950;1;1;0;1;1;0
951;2;1;0;0;0;1
952;0;0;0;3;0;1
953;0;1;0;2;0;1
954;0;0;1;1;2;0
955;1;0;2;0;1;0
956;1;2;0;1;0;0
957;2;0;0;2;0;0
958;1;0;0;2;1;0
959;0;1;1;1;0;1
960;0;0;1;1;1;1
961;0;1;0;2;1;0
962;0;1;2;0;0;1
963;1;0;0;1;0;2
964;0;2;0;1;1;0
965;0;1;1;0;0;2
966;1;0;0;1;1;1
967;0;1;0;1;2;0
968;1;1;0;1;0;1
969;2;1;0;1;0;0
970;0;1;1;0;2;0
971;2;0;0;1;0;1
972;2;0;0;1;1;0
973;1;1;0;0;1;1
974;1;1;1;0;0;1
975;1;1;1;0;1;0
976;1;0;0;0;2;1
977;0;2;1;0;0;1
978;1;1;0;0;0;2
979;0;1;2;1;0;0
980;1;0;0;0;0;3
981;1;1;0;1;1;0
982;0;0;1;0;1;2
983;1;0;0;1;1;1
984;0;2;0;1;0;1
985;0;0;2;1;0;1
986;0;0;1;0;0;3
987;0;1;0;1;1;1
988;2;1;0;0;0;1
989;1;0;0;0;2;1
990;2;0;1;1;0;0
991;1;0;0;1;2;0
992;0;0;0;1;2;1
993;0;1;0;2;1;0
994;1;0;1;1;1;0
995;1;0;0;0;0;3
