Runde;EINS;ZWEI;DREI;VIER;FUENF;SECHS
441;1;2;0;0;1;0
442;0;2;2;0;0;0
443;2;1;1;0;0;0
444;3;1;0;0;0;0
445;2;1;0;0;1;0
446;3;0;0;0;1;0
447;2;0;1;0;0;1
448;0;1;1;1;1;0
449;2;2;0;0;0;0
450;0;1;1;1;1;0
451;1;0;1;1;1;0
452;0;1;2;1;0;0
453;0;1;2;1;0;0
454;1;2;1;0;0;0
455;1;1;0;0;2;0
456;2;1;1;0;0;0
457;1;0;1;1;1;0
458;1;1;1;0;0;1
459;1;3;0;0;0;0
460;1;2;1;0;0;0
461;2;0;1;0;0;1
462;3;1;0;0;0;0
463;1;0;0;1;1;1
464;0;3;1;0;0;0
465;2;0;1;0;1;0
466;2;1;0;1;0;0
467;1;2;1;0;0;0
468;2;1;0;0;0;1
469;0;1;3;0;0;0
470;0;3;1;0;0;0
471;0;3;1;0;0;0
472;1;3;0;0;0;0
473;1;0;1;2;0;0
474;0;2;2;0;0;0
475;1;2;0;0;1;0
476;2;0;0;1;0;1
477;0;1;0;1;2;0
478;1;1;1;1;0;0
479;1;1;1;0;1;0
480;0;3;1;0;0;0
481;0;0;1;2;1;0
482;2;1;0;1;0;0
483;0;1;1;0;2;0
484;0;3;0;1;0;0
485;1;0;1;2;0;0
486;1;1;0;0;2;0
487;1;1;0;2;0;0
488;3;1;0;0;0;0
489;1;1;0;2;0;0
490;1;0;2;0;0;1
491;0;1;1;1;1;0
492;2;0;2;0;0;0
493;1;1;2;0;0;0
494;3;0;0;1;0;0
495;1;1;1;1;0;0
496;1;1;0;2;0;0
497;1;1;2;0;0;0
498;2;1;0;1;0;0
499;2;0;2;0;0;0
500;1;1;1;0;1;0
501;2;0;0;1;0;1
502;2;1;0;0;0;1
503;0;1;2;0;0;1
504;0;2;2;0;0;0
505;2;0;0;1;1;0
506;1;1;1;0;0;1
507;0;1;0;1;2;0
508;3;0;1;0;0;0
509;0;1;1;2;0;0
510;1;2;0;1;0;0
511;0;1;1;0;2;0
512;2;2;0;0;0;0
513;2;0;1;1;0;0
514;0;0;3;1;0;0
515;0;2;0;1;1;0
516;2;1;0;0;0;1
517;0;3;0;1;0;0
518;1;1;1;1;0;0
519;0;0;2;2;0;0
520;1;2;0;0;1;0
521;1;2;0;1;0;0
522;1;1;0;1;1;0
523;1;1;1;0;1;0
524;1;2;1;0;0;0
525;0;2;2;0;0;0
526;2;0;1;0;1;0
527;2;2;0;0;0;0
528;2;1;0;0;0;1
529;1;1;0;1;1;0
530;1;0;2;1;0;0
531;0;0;1;2;1;0
532;1;2;1;0;0;0
533;1;1;1;0;1;0
534;0;4;0;0;0;0
535;3;0;0;1;0;0
536;1;2;1;0;0;0
537;2;1;1;0;0;0
538;3;0;0;1;0;0
539;1;2;0;0;1;0
540;1;1;2;0;0;0
541;1;2;0;0;0;1
542;2;0;0;2;0;0
543;2;0;1;1;0;0
544;2;0;1;1;0;0
545;2;0;2;0;0;0
546;1;1;1;1;0;0
547;2;1;1;0;0;0
548;2;1;0;0;1;0
549;0;1;1;1;1;0
550;1;1;1;1;0;0
551;0;1;1;1;1;0
552;0;2;2;0;0;0
553;2;0;0;0;1;1
554;1;1;2;0;0;0
555;1;2;0;1;0;0
556;0;2;2;0;0;0
557;2;0;1;1;0;0
558;0;3;0;0;1;0
559;1;0;0;1;2;0
560;1;1;1;0;1;0
561;1;0;1;1;0;1
562;1;1;1;1;0;0
563;1;3;0;0;0;0
564;1;0;2;0;1;0
565;0;2;1;1;0;0
566;1;1;0;0;2;0
567;0;2;2;0;0;0
568;0;2;0;0;2;0
569;1;0;1;2;0;0
570;1;1;1;0;1;0
571;1;1;0;1;1;0
572;1;0;1;1;0;1
573;2;2;0;0;0;0
574;0;1;1;0;2;0
575;0;1;1;1;1;0
576;0;2;2;0;0;0
577;2;1;1;0;0;0
578;2;0;1;1;0;0
579;1;0;3;0;0;0
580;1;1;1;1;0;0
581;1;2;1;0;0;0
582;1;1;2;0;0;0
583;0;1;1;1;1;0
584;1;0;1;1;1;0
585;1;1;1;1;0;0
586;1;2;0;0;1;0
587;1;1;0;0;1;1
588;1;1;1;1;0;0
589;1;1;2;0;0;0
590;1;1;1;1;0;0
591;1;2;1;0;0;0
592;0;3;1;0;0;0
593;1;1;0;0;1;1
594;0;2;0;2;0;0
595;1;2;1;0;0;0
596;2;0;0;1;1;0
597;0;3;0;1;0;0
598;1;2;1;0;0;0
599;1;1;1;0;1;0
600;2;0;1;1;0;0
601;0;1;1;2;0;0
602;1;1;1;0;0;1
603;0;1;2;1;0;0
604;0;2;1;1;0;0
605;0;1;2;0;1;0
606;1;2;0;0;1;0
607;1;2;0;1;0;0
608;2;1;1;0;0;0
609;1;0;1;2;0;0
610;1;1;1;0;1;0
611;2;1;0;1;0;0
612;1;2;1;0;0;0
613;1;2;1;0;0;0
614;1;0;1;1;1;0
615;0;1;2;0;1;0
616;0;0;0;2;2;0
617;0;1;2;0;1;0
618;1;2;0;0;1;0
619;0;1;1;1;1;0
620;2;1;0;0;1;0
621;1;1;0;0;2;0
622;0;2;1;1;0;0
623;1;2;1;0;0;0
624;0;2;2;0;0;0
625;1;2;1;0;0;0
626;0;2;0;0;1;1
627;1;0;0;2;1;0
628;1;1;2;0;0;0
629;1;2;0;0;1;0
630;3;0;0;1;0;0
631;1;1;2;0;0;0
632;2;2;0;0;0;0
633;1;0;3;0;0;0
634;2;1;1;0;0;0
635;1;1;2;0;0;0
636;2;0;1;1;0;0
637;2;0;1;1;0;0
638;1;1;1;1;0;0
639;1;2;0;0;1;0
640;2;1;1;0;0;0
641;1;1;1;0;1;0
642;1;0;2;0;1;0
643;1;2;0;1;0;0
644;2;1;1;0;0;0
645;1;0;3;0;0;0
646;0;2;1;1;0;0
647;1;2;0;0;0;1
648;0;0;3;1;0;0
649;2;1;1;0;0;0
650;1;2;0;0;1;0
651;2;1;1;0;0;0
652;2;1;0;1;0;0
653;0;2;1;1;0;0
654;0;0;0;3;1;0
655;0;0;2;0;1;1
656;1;1;1;1;0;0
657;2;0;1;1;0;0
658;2;0;1;0;1;0
659;2;0;1;1;0;0
660;0;0;3;0;1;0
661;0;2;1;1;0;0
662;1;2;1;0;0;0
663;1;2;0;1;0;0
664;2;1;1;0;0;0
665;1;1;1;0;1;0
666;3;0;1;0;0;0
667;0;1;2;0;1;0
668;1;2;0;0;1;0
669;2;1;0;1;0;0
670;1;0;3;0;0;0
671;2;1;1;0;0;0
672;2;1;1;0;0;0
673;1;1;0;1;1;0
674;2;1;0;0;1;0
675;2;0;1;0;0;1
676;1;2;0;1;0;0
677;0;0;2;1;0;1
678;1;1;1;1;0;0
679;1;0;1;1;1;0
680;1;1;1;0;1;0
681;1;2;0;1;0;0
682;0;4;0;0;0;0
683;1;1;2;0;0;0
684;2;1;0;1;0;0
685;1;0;2;0;1;0
686;0;1;1;0;1;1
687;2;1;0;0;0;1
688;1;2;1;0;0;0
689;2;1;0;1;0;0
690;2;0;0;2;0;0
691;1;0;1;1;1;0
692;1;2;0;1;0;0
693;2;0;0;2;0;0
694;2;0;0;2;0;0
695;1;0;2;1;0;0
696;1;1;0;1;1;0
697;0;0;2;1;0;1
698;1;0;2;1;0;0
699;1;0;1;1;1;0
700;0;0;2;1;1;0
701;0;3;0;0;0;1
702;2;1;0;1;0;0
703;0;1;0;2;1;0
704;1;1;0;1;1;0
705;1;1;1;0;0;1
706;0;1;1;1;0;1
707;2;1;0;0;1;0
708;1;1;1;1;0;0
709;2;2;0;0;0;0
710;2;1;1;0;0;0
711;1;2;0;1;0;0
712;1;1;0;1;1;0
713;0;1;1;2;0;0
714;0;2;2;0;0;0
715;0;0;2;1;1;0
716;0;3;1;0;0;0
717;1;1;2;0;0;0
718;3;1;0;0;0;0
719;1;1;0;1;1;0
720;2;1;1;0;0;0
721;1;2;0;0;0;1
722;0;2;0;0;2;0
723;2;1;0;1;0;0
724;2;1;1;0;0;0
725;2;0;1;1;0;0
726;3;0;0;0;1;0
727;0;3;0;1;0;0
728;0;2;1;0;1;0
729;0;2;1;1;0;0
730;0;1;1;1;1;0
731;0;1;1;1;1;0
732;3;1;0;0;0;0
733;1;0;2;0;1;0
734;2;1;0;0;1;0
735;2;1;0;0;0;1
736;0;3;0;1;0;0
737;0;2;2;0;0;0
738;1;1;0;1;1;0
739;0;2;1;0;1;0
740;1;0;2;1;0;0
741;2;1;0;1;0;0
742;1;1;2;0;0;0
743;2;0;2;0;0;0
744;3;0;0;0;1;0
745;0;1;2;0;0;1
746;0;1;1;0;2;0
747;1;2;1;0;0;0
748;0;4;0;0;0;0
749;1;0;2;0;0;1
750;4;0;0;0;0;0
751;2;2;0;0;0;0
752;1;2;0;1;0;0
753;2;0;2;0;0;0
754;1;1;1;1;0;0
755;1;1;1;1;0;0
756;0;2;1;0;1;0
757;1;0;1;1;1;0
758;0;2;0;1;1;0
759;3;1;0;0;0;0
760;1;2;1;0;0;0
761;0;2;1;1;0;0
762;2;0;2;0;0;0
763;1;1;1;1;0;0
764;3;0;0;1;0;0
765;2;0;0;1;0;1
766;1;1;1;1;0;0
767;3;0;1;0;0;0
768;1;0;2;1;0;0
769;1;1;1;1;0;0
770;2;0;0;2;0;0
771;1;2;0;0;1;0
772;0;2;0;1;1;0
773;2;1;1;0;0;0
774;2;1;1;0;0;0
775;0;2;1;1;0;0
776;1;2;1;0;0;0
777;0;0;3;0;0;1
778;1;0;1;1;0;1
779;0;1;1;0;2;0
780;1;0;1;1;0;1
781;1;2;0;1;0;0
782;2;0;2;0;0;0
783;1;1;2;0;0;0
784;0;3;0;0;1;0
785;2;1;1;0;0;0
786;0;2;0;0;1;1
787;1;1;1;0;0;1
788;0;0;3;0;0;1
789;1;2;0;1;0;0
790;1;1;0;1;1;0
791;1;1;2;0;0;0
792;1;3;0;0;0;0
793;4;0;0;0;0;0
794;0;0;3;1;0;0
795;0;1;3;0;0;0
796;1;0;1;1;1;0
797;2;1;0;0;1;0
798;0;2;0;1;0;1
799;3;1;0;0;0;0
800;1;1;1;0;1;0
801;2;0;0;0;1;1
802;1;0;2;1;0;0
803;1;2;0;0;0;1
804;2;1;0;1;0;0
805;0;1;2;0;1;0
806;1;2;1;0;0;0
807;0;2;2;0;0;0
808;3;1;0;0;0;0
809;2;1;1;0;0;0
810;2;0;1;1;0;0
811;3;1;0;0;0;0
812;1;0;1;1;1;0
813;3;1;0;0;0;0
814;2;1;1;0;0;0
815;1;2;0;0;1;0
816;1;1;1;0;0;1
817;2;1;1;0;0;0
818;2;2;0;0;0;0
819;0;1;2;1;0;0
820;2;1;1;0;0;0
821;2;1;1;0;0;0
822;2;1;1;0;0;0
823;1;0;1;0;1;1
824;2;1;1;0;0;0
825;1;1;1;0;0;1
826;3;0;0;1;0;0
827;0;1;2;1;0;0
828;0;0;1;1;2;0
829;1;3;0;0;0;0
830;1;0;2;1;0;0
831;2;1;0;0;0;1
832;2;1;0;1;0;0
833;3;0;0;0;1;0
834;1;3;0;0;0;0
835;2;0;2;0;0;0
836;0;0;3;1;0;0
837;1;1;1;1;0;0
838;2;2;0;0;0;0
839;1;1;2;0;0;0
840;1;2;1;0;0;0
841;2;0;1;1;0;0
842;2;0;1;0;0;1
843;0;0;2;1;1;0
844;3;0;0;0;1;0
845;4;0;0;0;0;0
846;0;3;0;0;1;0
847;2;0;0;0;1;1
848;0;2;1;0;1;0
849;1;0;2;1;0;0
850;1;2;0;1;0;0
851;0;2;1;1;0;0
852;0;2;1;1;0;0
853;1;1;1;0;1;0
854;0;0;2;1;0;1
855;1;3;0;0;0;0
856;1;1;1;0;1;0
857;1;0;2;1;0;0
858;1;0;2;1;0;0
859;0;3;0;0;1;0
860;1;0;1;2;0;0
861;0;2;1;0;1;0
862;1;0;0;1;2;0
863;1;2;1;0;0;0
864;1;1;0;2;0;0
865;1;2;0;0;0;1
866;0;0;2;2;0;0
867;0;3;0;0;1;0
868;0;2;2;0;0;0
869;2;1;1;0;0;0
870;2;0;2;0;0;0
871;1;2;1;0;0;0
872;0;2;0;1;0;1
873;1;1;2;0;0;0
874;2;0;1;1;0;0
875;0;2;0;1;1;0
876;1;1;1;1;0;0
877;2;1;1;0;0;0
878;2;2;0;0;0;0
879;0;2;0;0;2;0
880;1;0;2;0;1;0
881;1;1;2;0;0;0
882;1;1;0;1;1;0
883;0;2;1;0;0;1
884;1;2;0;1;0;0
885;1;0;2;0;0;1
886;0;2;1;1;0;0
887;1;0;1;1;0;1
888;1;0;1;1;0;1
889;0;3;1;0;0;0
890;1;2;1;0;0;0
891;0;0;1;2;1;0
892;0;2;0;0;2;0
893;2;0;1;1;0;0
894;2;0;0;1;1;0
895;1;1;0;1;1;0
896;3;0;1;0;0;0
897;3;0;0;0;0;1
898;1;2;0;1;0;0
899;1;3;0;0;0;0
900;1;2;0;1;0;0
901;1;0;2;1;0;0
902;2;0;2;0;0;0
903;0;0;2;1;1;0
904;2;0;0;1;1;0
905;2;1;1;0;0;0
906;1;2;0;1;0;0
907;0;2;1;1;0;0
908;0;0;1;2;1;0
909;1;1;1;1;0;0
910;1;3;0;0;0;0
911;0;1;2;0;0;1
912;1;2;1;0;0;0
913;1;2;0;1;0;0
914;1;1;1;0;1;0
915;2;1;0;1;0;0
916;0;1;1;1;1;0
917;0;1;1;2;0;0
918;0;0;1;2;1;0
919;2;0;1;0;0;1
920;1;0;0;2;1;0
921;0;2;1;0;0;1
922;2;0;1;1;0;0
923;1;1;1;1;0;0
924;1;1;1;0;0;1
925;1;2;1;0;0;0
926;1;2;0;0;1;0
927;0;1;1;1;1;0
928;3;0;0;0;1;0
929;1;1;1;0;0;1
930;1;1;0;1;1;0
931;1;1;1;1;0;0
932;1;0;1;2;0;0
933;1;0;2;0;1;0
934;3;0;0;0;1;0
935;0;1;2;1;0;0
936;2;0;1;0;1;0
937;1;3;0;0;0;0
938;0;1;1;2;0;0
939;3;0;1;0;0;0
940;2;1;0;1;0;0
941;1;2;1;0;0;0
942;2;0;1;0;0;1
943;0;1;2;0;1;0
944;0;1;2;1;0;0
945;1;2;0;1;0;0
946;2;0;0;2;0;0
947;3;0;1;0;0;0
948;2;1;0;1;0;0
949;0;0;1;2;1;0
950;0;1;3;0;0;0
951;2;0;1;1;0;0
952;2;0;0;1;1;0
953;1;1;1;1;0;0
954;1;2;1;0;0;0
955;0;0;1;3;0;0
956;0;1;0;3;0;0
957;0;2;1;1;0;0
958;0;0;1;2;1;0
959;2;1;1;0;0;0
960;1;0;2;1;0;0
961;2;0;1;1;0;0
962;1;1;1;1;0;0
963;1;0;2;0;0;1
964;1;0;1;0;1;1
965;3;1;0;0;0;0
966;0;2;0;1;1;0
967;1;1;1;1;0;0
968;2;1;1;0;0;0
969;1;1;1;0;1;0
970;0;2;1;0;1;0
971;2;0;0;1;1;0
972;1;2;1;0;0;0
973;1;0;1;1;0;1
974;0;1;2;1;0;0
975;1;0;1;1;1;0
976;1;1;0;1;0;1
977;1;2;1;0;0;0
978;0;1;2;0;0;1
979;1;2;1;0;0;0
980;1;1;0;1;1;0
981;2;1;1;0;0;0
982;1;1;1;1;0;0
983;3;1;0;0;0;0
984;1;2;1;0;0;0
985;0;2;0;0;2;0
986;1;2;0;0;1;0
987;2;1;0;1;0;0
988;1;0;2;1;0;0
989;0;1;2;0;1;0
990;1;1;1;0;1;0
991;0;1;1;0;1;1
992;2;0;0;1;1;0
993;1;1;0;2;0;0
994;1;1;0;1;0;1
995;0;3;0;1;0;0
