Runde;EINS;ZWEI;DREI;VIER;FUENF;SECHS
371;0;1;1;0;2;0
372;0;0;2;2;0;0
373;1;0;2;1;0;0
374;0;1;1;1;1;0
375;0;1;1;1;1;0
376;1;0;0;2;1;0
377;0;2;1;0;1;0
378;1;0;1;1;1;0
379;0;0;1;0;3;0
380;1;0;0;0;2;1
381;0;1;1;1;0;1
382;0;0;3;0;0;1
383;1;1;0;1;1;0
384;0;1;2;1;0;0
385;1;0;2;1;0;0
386;1;1;1;1;0;0
387;0;2;0;2;0;0
388;1;0;2;1;0;0
389;1;0;3;0;0;0
390;0;0;1;0;3;0
391;0;0;2;2;0;0
392;0;1;0;2;0;1
393;0;1;1;2;0;0
394;1;0;3;0;0;0
395;1;0;0;2;1;0
396;1;0;1;0;2;0
397;0;0;2;2;0;0
398;1;1;0;1;1;0
399;1;0;1;1;1;0
400;0;2;1;1;0;0
401;0;1;1;0;2;0
402;0;1;1;2;0;0
403;0;0;2;1;0;1
404;1;0;2;1;0;0
405;0;1;0;0;1;2
406;0;2;0;1;0;1
407;0;0;1;1;2;0
408;0;0;1;2;1;0
409;0;0;1;1;2;0
410;1;0;0;1;2;0
411;0;0;1;2;1;0
412;1;0;2;0;0;1
413;1;2;0;1;0;0
414;0;0;2;0;1;1
415;0;1;0;2;1;0
416;0;1;0;2;1;0
417;2;0;1;0;0;1
418;1;0;1;1;1;0
419;1;0;0;1;1;1
420;0;0;1;1;1;1
421;1;0;1;0;2;0
422;1;1;1;0;1;0
423;0;1;2;1;0;0
424;0;2;0;0;0;2
425;1;1;1;0;0;1
426;0;3;1;0;0;0
427;0;0;1;1;1;1
428;0;0;0;2;2;0
429;0;1;1;2;0;0
430;1;1;0;0;1;1
431;0;0;1;1;2;0
432;0;1;1;1;0;1
433;0;0;1;2;0;1
434;0;1;1;0;2;0
435;0;1;2;1;0;0
436;0;2;1;0;1;0
437;1;1;0;1;1;0
438;0;0;1;1;2;0
439;1;2;1;0;0;0
440;0;2;1;1;0;0
441;0;0;1;1;2;0
442;1;1;0;1;1;0
443;0;1;1;0;0;2
444;0;0;2;0;2;0
445;0;2;1;1;0;0
446;1;1;1;1;0;0
447;1;0;1;0;1;1
448;0;2;0;2;0;0
449;1;2;0;0;1;0
450;1;0;1;2;0;0
451;0;0;2;0;1;1
452;0;3;0;1;0;0
453;0;2;0;0;2;0
454;0;2;0;1;1;0
455;0;0;2;0;2;0
456;0;1;1;1;0;1
457;0;1;0;0;3;0
458;1;0;2;1;0;0
459;2;1;1;0;0;0
460;0;2;0;2;0;0
461;0;1;1;1;1;0
462;0;0;0;2;2;0
463;1;0;1;0;1;1
464;0;0;1;2;1;0
465;1;0;0;3;0;0
466;0;0;0;2;2;0
467;1;0;1;1;1;0
468;0;1;2;0;1;0
469;0;1;1;1;1;0
470;0;1;0;2;1;0
471;0;2;1;0;1;0
472;0;1;0;2;0;1
473;0;0;2;0;2;0
474;0;0;0;1;2;1
475;0;2;1;1;0;0
476;0;2;1;0;0;1
477;1;0;1;1;0;1
478;1;1;1;1;0;0
479;0;0;1;3;0;0
480;0;1;0;2;1;0
481;0;0;0;3;1;0
482;1;1;1;0;0;1
483;1;1;1;0;1;0
484;0;2;1;0;1;0
485;0;1;0;1;2;0
486;0;2;1;1;0;0
487;0;1;1;1;1;0
488;0;0;1;1;2;0
489;0;1;1;0;2;0
490;0;0;1;2;1;0
491;1;0;1;0;2;0
492;0;0;4;0;0;0
493;0;1;2;0;0;1
494;0;0;1;1;1;1
495;1;0;0;1;2;0
496;0;0;2;0;2;0
497;0;1;0;0;2;1
498;1;0;0;3;0;0
499;1;0;1;1;0;1
500;2;0;0;1;0;1
501;0;1;0;2;1;0
502;0;1;2;0;1;0
503;0;0;4;0;0;0
504;0;1;2;0;1;0
505;1;0;0;1;2;0
506;0;1;1;2;0;0
507;0;2;1;1;0;0
508;0;2;0;2;0;0
509;1;1;1;1;0;0
510;0;0;2;2;0;0
511;1;0;1;2;0;0
512;0;0;0;3;1;0
513;0;1;2;0;0;1
514;1;1;1;0;0;1
515;0;2;1;0;0;1
516;0;0;3;1;0;0
517;0;2;1;0;0;1
518;0;0;1;0;2;1
519;0;1;1;1;0;1
520;0;1;0;3;0;0
521;1;0;1;1;0;1
522;0;0;2;1;1;0
523;0;0;2;0;2;0
524;1;1;1;1;0;0
525;0;0;3;0;0;1
526;1;1;1;0;0;1
527;0;0;2;1;1;0
528;0;0;0;1;3;0
529;2;1;0;1;0;0
530;0;1;0;2;1;0
531;0;0;1;2;1;0
532;1;0;0;1;1;1
533;1;0;2;0;0;1
534;1;0;1;1;0;1
535;0;1;2;0;0;1
536;0;0;3;1;0;0
537;1;3;0;0;0;0
538;0;1;1;2;0;0
539;0;1;2;0;0;1
540;0;0;2;0;0;2
541;0;1;0;2;1;0
542;0;0;1;1;1;1
543;1;0;1;1;1;0
544;1;1;0;0;1;1
545;2;1;0;1;0;0
546;1;0;0;2;0;1
547;0;0;1;2;0;1
548;0;0;2;1;1;0
549;1;0;0;1;1;1
550;0;1;2;0;1;0
551;0;1;2;1;0;0
552;0;0;1;2;1;0
553;0;0;0;3;1;0
554;0;0;1;1;1;1
555;0;3;1;0;0;0
556;1;1;0;1;0;1
557;0;0;1;0;2;1
558;1;0;2;0;1;0
559;0;3;0;1;0;0
560;0;0;1;1;1;1
561;0;1;2;1;0;0
562;0;0;2;0;1;1
563;1;1;1;0;1;0
564;0;1;2;0;1;0
565;0;1;0;2;1;0
566;0;0;1;2;1;0
567;1;1;2;0;0;0
568;0;1;2;0;0;1
569;0;0;1;2;0;1
570;0;0;2;2;0;0
571;1;1;1;0;1;0
572;0;0;2;0;2;0
573;0;1;2;1;0;0
574;0;0;3;1;0;0
575;1;1;1;0;1;0
576;0;2;1;1;0;0
577;1;0;1;0;0;2
578;0;0;1;1;1;1
579;0;0;1;1;1;1
580;0;1;0;2;1;0
581;0;1;2;0;1;0
582;0;1;1;0;2;0
583;0;1;1;2;0;0
584;0;0;0;2;2;0
585;0;0;0;1;2;1
586;0;2;1;1;0;0
587;1;0;0;1;2;0
588;0;1;2;0;1;0
589;0;0;3;1;0;0
590;0;1;2;0;1;0
591;0;1;1;0;2;0
592;0;1;1;2;0;0
593;0;2;0;2;0;0
594;1;0;1;1;1;0
595;0;1;0;1;0;2
596;0;3;1;0;0;0
597;0;1;1;1;1;0
598;0;0;0;1;3;0
599;0;2;0;1;1;0
600;0;1;0;1;1;1
601;0;0;1;2;1;0
602;0;1;0;0;3;0
603;0;1;1;1;1;0
604;0;0;0;2;2;0
605;0;0;1;2;0;1
606;0;0;1;0;2;1
607;1;1;0;2;0;0
608;1;0;0;0;1;2
609;2;0;0;2;0;0
610;2;0;0;1;1;0
611;2;0;1;1;0;0
612;1;0;1;1;1;0
613;0;0;0;1;2;1
614;0;1;1;1;0;1
615;1;0;1;0;2;0
616;1;1;2;0;0;0
617;0;1;0;2;1;0
618;0;2;1;0;0;1
619;1;0;1;0;1;1
620;0;0;0;2;2;0
621;0;0;3;1;0;0
622;0;0;0;2;2;0
623;0;0;1;2;0;1
624;1;0;1;1;1;0
625;0;2;1;1;0;0
626;0;2;1;1;0;0
627;0;2;1;0;1;0
628;0;1;0;1;1;1
629;1;0;0;0;2;1
630;0;3;1;0;0;0
631;0;0;0;2;1;1
632;0;1;1;1;1;0
633;0;1;2;1;0;0
634;0;2;0;2;0;0
635;0;0;0;4;0;0
636;0;0;1;2;0;1
637;0;0;2;0;0;2
638;0;1;1;1;1;0
639;0;2;1;0;1;0
640;0;2;0;1;0;1
641;0;1;0;1;2;0
642;0;0;1;1;2;0
643;0;0;0;2;2;0
644;0;1;0;1;1;1
645;0;1;2;0;1;0
646;0;0;1;2;0;1
647;0;1;1;1;1;0
648;0;0;1;1;1;1
649;0;2;1;0;1;0
650;0;1;3;0;0;0
651;0;1;2;0;1;0
652;0;0;1;1;2;0
653;0;1;0;3;0;0
654;0;1;0;2;1;0
655;1;2;0;0;1;0
656;0;0;2;1;1;0
657;1;0;1;1;1;0
658;0;1;1;1;1;0
659;1;0;0;3;0;0
660;0;1;2;1;0;0
661;0;0;2;0;2;0
662;1;1;2;0;0;0
663;1;1;0;2;0;0
664;1;1;0;1;1;0
665;0;0;1;2;0;1
666;1;0;0;0;2;1
667;1;1;1;0;1;0
668;0;0;0;1;2;1
669;0;0;1;2;0;1
670;0;1;1;1;0;1
671;0;0;2;0;2;0
672;0;1;1;0;2;0
673;0;1;2;1;0;0
674;0;1;0;1;1;1
675;0;1;0;1;1;1
676;0;1;1;1;1;0
677;1;0;1;1;1;0
678;0;0;2;0;1;1
679;1;1;1;1;0;0
680;0;2;1;0;1;0
681;0;2;1;0;1;0
682;0;2;1;1;0;0
683;1;1;0;2;0;0
684;1;0;1;0;1;1
685;0;2;2;0;0;0
686;0;2;1;1;0;0
687;0;2;1;0;1;0
688;1;1;1;0;1;0
689;0;2;1;0;1;0
690;0;2;1;1;0;0
691;0;0;1;1;2;0
692;0;1;1;0;1;1
693;0;1;1;2;0;0
694;0;0;1;2;0;1
695;1;0;1;0;2;0
696;0;3;0;1;0;0
697;0;1;1;2;0;0
698;0;0;3;1;0;0
699;0;2;0;1;0;1
700;1;1;1;1;0;0
701;0;0;0;2;2;0
702;1;0;1;2;0;0
703;1;1;1;1;0;0
704;0;0;2;2;0;0
705;1;0;1;1;1;0
706;1;0;2;0;1;0
707;0;1;1;1;1;0
708;0;1;2;1;0;0
709;0;2;0;2;0;0
710;0;0;1;1;2;0
711;0;1;2;0;1;0
712;0;0;0;2;2;0
713;0;1;2;0;1;0
714;0;1;0;2;1;0
715;1;0;1;1;1;0
716;0;2;0;1;1;0
717;1;1;0;1;1;0
718;0;0;1;2;1;0
719;0;2;1;0;0;1
720;0;0;1;1;1;1
721;2;0;1;1;0;0
722;0;1;0;1;2;0
723;0;0;3;1;0;0
724;1;0;2;1;0;0
725;0;0;0;3;1;0
726;0;1;0;2;1;0
727;0;1;0;2;0;1
728;0;0;3;1;0;0
729;1;1;1;0;0;1
730;0;1;2;0;0;1
731;0;0;1;3;0;0
732;0;0;2;2;0;0
733;0;2;0;0;2;0
734;0;1;0;1;2;0
735;0;1;1;1;0;1
736;1;1;1;1;0;0
737;2;0;0;1;0;1
738;0;0;0;2;2;0
739;0;0;1;2;1;0
740;0;0;2;2;0;0
741;0;1;1;2;0;0
742;0;0;2;2;0;0
743;0;2;0;1;1;0
744;0;0;0;0;2;2
745;0;2;1;1;0;0
746;0;2;0;2;0;0
747;0;1;2;0;1;0
748;1;1;0;2;0;0
749;1;0;1;1;0;1
750;0;1;2;0;0;1
751;0;2;0;1;1;0
752;0;0;2;0;1;1
753;0;1;2;1;0;0
754;0;0;3;0;0;1
755;1;0;0;1;2;0
756;1;0;2;0;0;1
757;0;2;1;1;0;0
758;1;1;1;0;1;0
759;1;0;1;1;0;1
760;0;2;2;0;0;0
761;0;0;1;2;0;1
762;2;0;1;1;0;0
763;0;0;0;3;1;0
764;0;0;0;3;1;0
765;1;1;0;2;0;0
766;0;1;1;2;0;0
767;0;0;1;1;1;1
768;0;0;1;2;1;0
769;0;0;2;1;0;1
770;1;1;0;0;2;0
771;0;0;1;2;1;0
772;0;0;0;1;3;0
773;0;1;1;1;1;0
774;0;0;2;1;1;0
775;1;0;1;1;1;0
776;1;1;0;2;0;0
777;0;1;1;2;0;0
778;0;0;1;2;1;0
779;0;1;2;1;0;0
780;0;0;1;1;1;1
781;0;0;2;0;1;1
782;0;0;4;0;0;0
783;0;0;2;2;0;0
784;0;0;1;3;0;0
785;1;1;0;2;0;0
786;1;1;0;1;1;0
787;0;2;2;0;0;0
788;1;1;2;0;0;0
789;1;0;1;1;0;1
790;0;0;3;0;0;1
791;1;1;1;0;1;0
792;0;0;2;1;0;1
793;0;1;1;2;0;0
794;0;0;2;1;1;0
795;0;1;2;0;1;0
796;0;0;1;2;1;0
797;0;2;2;0;0;0
798;0;2;0;1;1;0
799;0;1;2;0;0;1
800;0;0;3;1;0;0
801;0;1;2;1;0;0
802;1;1;1;1;0;0
803;0;0;3;0;1;0
804;1;1;1;1;0;0
805;0;3;1;0;0;0
806;1;0;0;2;1;0
807;0;0;1;1;1;1
808;0;3;0;1;0;0
809;0;0;0;2;2;0
810;0;0;2;1;1;0
811;0;0;2;1;1;0
812;0;0;2;1;0;1
813;0;1;1;2;0;0
814;0;0;1;2;1;0
815;0;0;3;1;0;0
816;0;0;2;1;0;1
817;0;0;2;2;0;0
818;1;1;1;0;1;0
819;0;0;1;1;1;1
820;0;0;2;2;0;0
821;0;2;1;0;1;0
822;0;0;1;1;0;2
823;0;2;1;0;1;0
824;0;1;0;1;1;1
825;0;1;1;2;0;0
826;0;1;1;0;2;0
827;0;2;1;0;1;0
828;0;1;0;3;0;0
829;0;0;3;1;0;0
830;1;1;0;2;0;0
831;0;1;1;1;0;1
832;1;0;2;0;1;0
833;0;1;1;2;0;0
834;0;3;1;0;0;0
835;0;0;2;0;1;1
836;1;0;1;0;1;1
837;0;0;1;3;0;0
838;0;1;0;1;1;1
839;0;0;1;2;0;1
840;0;1;0;2;1;0
841;0;1;1;0;2;0
842;0;0;1;3;0;0
843;0;0;1;1;2;0
844;0;0;2;2;0;0
845;0;0;3;1;0;0
846;0;1;3;0;0;0
847;0;1;2;0;0;1
848;0;1;0;2;1;0
849;0;1;1;2;0;0
850;0;2;1;1;0;0
851;0;2;1;0;1;0
852;0;0;2;1;1;0
853;0;1;0;3;0;0
854;1;0;2;1;0;0
855;0;2;1;1;0;0
856;0;1;2;1;0;0
857;1;0;1;0;2;0
858;0;1;1;1;1;0
859;0;1;1;1;1;0
860;0;0;0;2;2;0
861;0;0;1;2;1;0
862;0;0;2;0;2;0
863;0;1;0;0;3;0
864;0;1;2;0;1;0
865;1;1;0;1;0;1
866;0;0;3;0;0;1
867;0;1;0;2;1;0
868;1;2;0;0;1;0
869;0;0;1;1;2;0
870;0;0;3;1;0;0
871;1;0;1;2;0;0
872;0;0;2;1;1;0
873;1;0;2;0;1;0
874;0;2;0;0;2;0
875;0;1;0;2;1;0
876;0;1;0;1;2;0
877;0;1;1;1;1;0
878;0;0;1;2;1;0
879;1;1;1;0;0;1
880;0;0;2;0;1;1
881;0;1;3;0;0;0
882;0;1;2;0;0;1
883;1;1;1;0;0;1
884;0;1;0;2;0;1
885;0;0;2;1;1;0
886;0;1;1;1;0;1
887;0;1;0;0;3;0
888;0;2;1;0;0;1
889;0;1;1;2;0;0
890;0;1;2;0;1;0
891;0;1;1;1;1;0
892;0;0;1;1;2;0
893;0;3;0;0;1;0
894;1;0;1;0;1;1
895;0;1;1;1;1;0
896;0;1;1;1;1;0
897;0;0;2;1;1;0
898;1;1;1;1;0;0
899;0;0;1;2;0;1
900;0;2;0;2;0;0
901;0;2;1;0;0;1
902;0;1;1;2;0;0
903;1;1;0;1;1;0
904;0;2;0;0;2;0
905;1;1;1;1;0;0
906;0;0;2;2;0;0
907;1;0;0;2;1;0
908;0;1;0;2;1;0
909;0;0;2;2;0;0
910;0;1;2;1;0;0
911;0;1;0;1;2;0
912;0;0;1;1;2;0
913;0;1;0;2;0;1
914;0;1;1;1;1;0
915;1;1;1;0;1;0
916;0;1;1;0;1;1
917;0;1;0;2;1;0
918;0;0;2;1;1;0
919;0;1;1;0;1;1
920;1;0;1;0;1;1
921;0;0;1;3;0;0
922;0;2;2;0;0;0
923;0;0;2;0;2;0
924;0;1;0;1;2;0
925;0;1;2;0;0;1
926;0;2;1;0;0;1
927;0;2;0;2;0;0
928;0;0;2;2;0;0
929;0;1;0;1;2;0
930;0;1;0;2;1;0
931;0;2;2;0;0;0
932;1;2;0;1;0;0
933;0;0;2;1;1;0
934;0;0;2;1;0;1
935;0;2;0;0;1;1
936;1;0;0;1;1;1
937;0;0;0;3;1;0
938;0;2;1;0;0;1
939;0;1;3;0;0;0
940;1;0;1;1;0;1
941;0;0;1;2;1;0
942;0;1;1;2;0;0
943;0;1;1;1;1;0
944;0;0;2;2;0;0
945;0;0;0;4;0;0
946;1;1;0;1;1;0
947;1;1;1;0;1;0
948;0;1;0;2;1;0
949;0;1;2;0;0;1
950;0;1;0;3;0;0
951;1;0;2;1;0;0
952;0;1;1;1;1;0
953;0;0;1;1;1;1
954;0;0;1;1;2;0
955;0;0;1;2;1;0
956;0;0;1;1;1;1
957;0;1;0;0;3;0
958;1;0;0;2;1;0
959;1;0;2;1;0;0
960;1;1;1;0;1;0
961;0;2;2;0;0;0
962;1;0;1;1;1;0
963;0;0;0;2;1;1
964;0;2;0;1;0;1
965;0;0;1;1;2;0
966;0;2;1;1;0;0
967;0;0;2;2;0;0
968;0;1;1;1;1;0
969;1;0;0;2;1;0
970;0;0;2;1;1;0
971;0;1;0;2;1;0
972;0;0;0;1;3;0
973;0;0;1;0;3;0
974;1;0;0;2;1;0
975;0;1;0;0;2;1
976;0;0;2;0;1;1
977;0;0;3;1;0;0
978;0;1;0;2;1;0
979;0;0;0;3;1;0
980;0;0;1;2;1;0
981;0;0;1;2;1;0
982;0;0;3;0;1;0
983;1;1;0;1;1;0
984;0;0;1;2;1;0
985;1;0;2;1;0;0
986;0;0;1;1;2;0
987;0;0;2;1;0;1
988;0;0;0;3;1;0
989;0;1;1;1;1;0
990;0;1;1;2;0;0
991;0;1;0;0;3;0
992;0;2;0;0;2;0
993;0;1;2;1;0;0
994;0;0;2;0;2;0
995;0;0;1;1;2;0
